DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,MnO_wt,TiO2_wt,K2O_wt,Na2O_wt,CaO_wt,BaO_wt,F,Cl,H2O,Total
WhitneyStormer1985,FishCanyonTuff,47.26,7.2,14.42,13.83,0.63,1.34,0.83,1.37,11.95,0.03,0.36,0.12,1.84,99.34
WhitneyStormer1986,FishCanyonTuff,47.47,6.79,14.03,14.4,0.75,1.3,0.46,1.45,11.93,NA,0.46,0.09,1.8,99.13
WhitneyStormer1987,FishCanyonTuff,46.93,7.04,14.46,14.12,0.64,1.24,0.81,1.39,11.91,0.06,0.37,0.08,1.83,99.05
WhitneyStormer1988,FishCanyonTuff,47.24,6.94,14.16,14.29,0.62,1.28,0.62,1.46,11.97,0.05,0.49,0.11,1.77,99.23
WhitneyStormer1989,FishCanyonTuff,45.7,8.11,14.98,13.42,0.61,1.5,0.72,1.59,12.04,NA,0.41,0.12,1.8,99.2
Bachmannetal2014,CarpenterRidgeTuff,43.16,10.97,11.57,14.23,0.19,2.88,0.99,2.18,11.19,NA,0.12,0.04,97.47,NA
Bachmannetal2014,CarpenterRidgeTuff,42.35,11,11.27,13.98,0.16,2.73,1.45,2.21,10.82,NA,0.2,0.32,96.34,NA
Bachmannetal2014,CarpenterRidgeTuff,42.99,10.96,12.38,14.01,0.33,2.46,1.04,2.25,11.37,NA,0.36,0.03,98.01,NA
Bachmannetal2014,CarpenterRidgeTuff,42.98,10.96,11.38,14.28,0.19,2.75,0.96,2.24,11.14,NA,0.28,0.04,97.07,NA
Bachmannetal2014,CarpenterRidgeTuff,43.1,10.99,11.55,14.14,0.3,2.4,1.01,2.27,11.3,NA,0.28,0.04,97.26,NA
Bachmannetal2014,CarpenterRidgeTuff,42.63,11.34,11.47,14.25,0.19,2.91,0.91,2.24,11.28,NA,0.31,0.04,97.43,NA
Bachmannetal2014,CarpenterRidgeTuff,43.08,10.97,12,13.99,0.36,2.23,0.98,2.23,11.3,NA,0.32,0.04,97.35,NA
Doraisetal1991,CarpenterRidgeTuff,41.54,12.07,12.14,13.61,0.15,2.8,1.1,2.32,11.71,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,42.06,12.12,12.45,13.69,0.22,3.03,0.97,2.51,11.84,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,39.94,14.79,10.84,12.68,0.55,2.99,0.99,2,12.42,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,40.69,14.83,12.06,13.39,0.24,2.63,1.17,2.31,11.01,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,41.54,12.07,12.14,13.61,0.15,2.8,1.1,2.32,11.71,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,42.06,12.12,12.45,13.69,0.22,3.03,0.97,2.51,11.84,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,41.54,11.92,12.14,13.62,0.15,2.81,1.1,2.31,11.7,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,42.89,11.84,12.18,13.61,0.23,3.1,0.98,2.4,10.82,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,42.91,11.73,12.18,13.84,0.21,2.86,0.91,2.41,10.82,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,43.37,11.73,12.34,13.94,0.24,2.81,1.03,2.21,11.01,NA,NA,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,43.32,11.72,12.27,14.02,0.24,2.71,1.02,2.16,10.85,NA,NA,NA,NA,NA
BachmannDungan2002,FishCanyonTuff,48.1788,6.2749,13.5687,14.2524,0.6756,1.152,0.7111,1.3409,11.8319,NA,NA,NA,97.9863,NA
BachmannDungan2002,FishCanyonTuff,46.378,7.0946,13.6444,13.7211,0.7159,1.4127,0.8214,1.5144,11.7132,NA,NA,NA,97.0157,NA
BachmannDungan2002,FishCanyonTuff,46.4408,7.3371,14.1573,13.4953,0.84,1.4451,0.8627,1.5327,11.7942,NA,NA,NA,97.9052,NA
BachmannDungan2002,FishCanyonTuff,46.6195,7.042,13.9346,13.6928,0.758,1.4692,0.8018,1.4502,11.7002,NA,NA,NA,97.4683,NA
BachmannDungan2002,FishCanyonTuff,46.1086,7.1578,14.2729,13.881,0.7438,1.4932,0.8741,1.4784,11.6769,NA,NA,NA,97.6867,NA
BachmannDungan2002,FishCanyonTuff,46.1069,7.2466,14.2345,13.4827,0.77,1.4823,0.8291,1.4786,11.7737,NA,NA,NA,97.4044,NA
BachmannDungan2002,FishCanyonTuff,46.8166,6.8402,14.0925,13.9964,0.7179,1.403,0.8225,1.4222,11.6916,NA,NA,NA,97.8029,NA
BachmannDungan2002,FishCanyonTuff,47.2517,6.3214,13.3859,14.2644,0.7179,1.286,0.7284,1.2609,11.6819,NA,NA,NA,96.8985,NA
BachmannDungan2002,FishCanyonTuff,46.2297,6.8145,13.9186,13.8538,0.7976,1.3701,0.8476,1.388,11.7027,NA,NA,NA,96.9226,NA
BachmannDungan2002,FishCanyonTuff,46.6073,7.454,14.0172,13.2275,0.7251,1.5246,0.9206,1.4226,11.7735,NA,NA,NA,97.6724,NA
BachmannDungan2002,FishCanyonTuff,45.4801,7.6582,14.4315,13.32,0.8059,1.4729,0.9332,1.5388,11.8486,NA,NA,NA,97.4892,NA
BachmannDungan2002,FishCanyonTuff,46.8079,7.0845,13.8348,13.75,0.7257,1.3792,0.8196,1.4684,11.7576,NA,NA,NA,97.6277,NA
BachmannDungan2002,FishCanyonTuff,45.9353,7.5108,13.9576,13.3569,0.7612,1.5562,0.7894,1.6422,11.7364,NA,NA,NA,97.246,NA
BachmannDungan2002,FishCanyonTuff,46.556,7.2766,13.8877,13.3689,0.7188,1.4706,0.9164,1.5459,11.947,NA,NA,NA,97.6879,NA
BachmannDungan2002,FishCanyonTuff,47.6025,6.484,13.549,14.0216,0.7353,1.2339,0.7379,1.3358,11.9038,NA,NA,NA,97.6038,NA
BachmannDungan2002,FishCanyonTuff,47.1547,6.9261,13.7414,13.8536,0.7577,1.3738,0.8129,1.4903,11.9431,NA,NA,NA,98.0536,NA
BachmannDungan2002,FishCanyonTuff,46.7482,7.0906,13.8913,13.7082,0.755,1.3453,0.8199,1.4356,11.8322,NA,NA,NA,97.6263,NA
BachmannDungan2002,FishCanyonTuff,48.524,5.6508,13.2881,14.9079,0.8459,1.2257,0.6205,1.2788,11.459,NA,NA,NA,97.8007,NA
BachmannDungan2002,FishCanyonTuff,49.2085,5.4648,13.0161,14.7165,0.8809,1.1586,0.5937,1.2546,11.5766,NA,NA,NA,97.8703,NA
BachmannDungan2002,FishCanyonTuff,48.7445,5.5784,12.658,15.0226,0.9819,1.1214,0.6482,1.2939,11.7587,NA,NA,NA,97.8076,NA
BachmannDungan2002,FishCanyonTuff,48.7472,5.6584,13.0015,14.9202,1.0097,1.0694,0.6063,1.2241,11.7156,NA,NA,NA,97.9524,NA
BachmannDungan2002,FishCanyonTuff,48.8825,5.6946,13.0821,14.7576,1.0297,1.095,0.5828,1.1674,11.64,NA,NA,NA,97.9317,NA
BachmannDungan2002,FishCanyonTuff,48.6829,5.6651,12.9755,14.9279,0.9697,1.1068,0.6244,1.2974,11.5485,NA,NA,NA,97.7982,NA
BachmannDungan2002,FishCanyonTuff,47.9871,5.7336,13.0583,14.6479,0.9481,1.1118,0.5925,1.2916,11.7535,NA,NA,NA,97.1244,NA
BachmannDungan2002,FishCanyonTuff,48.2082,5.7798,13.0788,14.6131,0.963,1.1358,0.6469,1.2538,11.554,NA,NA,NA,97.2334,NA
BachmannDungan2002,FishCanyonTuff,48.3957,5.7817,13.2015,14.7432,0.92,1.1461,0.5648,1.2346,11.7012,NA,NA,NA,97.6888,NA
BachmannDungan2002,FishCanyonTuff,48.5727,5.7339,13.1761,14.7002,1.0238,1.1182,0.6194,1.337,11.5775,NA,NA,NA,97.8588,NA
BachmannDungan2002,FishCanyonTuff,48.3586,5.7033,12.9032,14.7151,1.024,1.1289,0.6208,1.312,11.5851,NA,NA,NA,97.351,NA
BachmannDungan2002,FishCanyonTuff,48.2823,5.9448,12.9662,14.6305,0.9921,1.1201,0.6703,1.3033,11.6473,NA,NA,NA,97.5569,NA
BachmannDungan2002,FishCanyonTuff,49.6842,5.5145,13.1803,14.6799,0.9044,1.1145,0.5906,1.5743,11.3889,NA,NA,NA,98.6316,NA
BachmannDungan2002,FishCanyonTuff,47.3288,6.1423,13.2401,14.4413,0.9605,1.218,0.7313,1.3776,11.4886,NA,NA,NA,96.9285,NA
BachmannDungan2002,FishCanyonTuff,47.4205,6.2706,13.0627,14.2188,0.9859,1.191,0.7775,1.3882,11.6736,NA,NA,NA,96.9888,NA
BachmannDungan2002,FishCanyonTuff,47.2629,6.2596,13.0508,14.5688,0.9997,1.2041,0.7157,1.4006,11.6646,NA,NA,NA,97.1268,NA
BachmannDungan2002,FishCanyonTuff,47.8992,6.1569,13.0859,14.2545,0.9208,1.1797,0.6832,1.314,11.537,NA,NA,NA,97.0312,NA
BachmannDungan2002,FishCanyonTuff,47.6008,6.097,13.2038,13.5271,0.9717,1.2248,0.6945,1.3835,11.5296,NA,NA,NA,96.2328,NA
BachmannDungan2002,FishCanyonTuff,47.909,6.0434,12.8071,14.73,0.9144,1.1963,0.6454,1.4263,11.6537,NA,NA,NA,97.3256,NA
BachmannDungan2002,FishCanyonTuff,47.8753,5.9647,12.9308,14.4194,0.9991,1.1724,0.6746,1.4067,11.8059,NA,NA,NA,97.2489,NA
BachmannDungan2002,FishCanyonTuff,48.1272,5.9193,12.8006,14.4449,0.9527,1.1429,0.662,1.4778,11.835,NA,NA,NA,97.3624,NA
BachmannDungan2002,FishCanyonTuff,48.3272,5.7861,13.0253,14.7143,0.9277,1.164,0.609,1.2497,11.6278,NA,NA,NA,97.4311,NA
BachmannDungan2002,FishCanyonTuff,49.364,5.4237,13.2641,14.9166,0.912,1.158,0.5884,1.2752,11.4989,NA,NA,NA,98.4009,NA
BachmannDungan2002,FishCanyonTuff,48.4305,5.7387,12.7761,14.7788,1.0248,1.0958,0.6234,1.2534,11.5988,NA,NA,NA,97.3203,NA
BachmannDungan2002,FishCanyonTuff,48.6429,5.8298,12.8617,14.8931,0.9748,1.1116,0.6651,1.1723,11.7091,NA,NA,NA,97.8604,NA
BachmannDungan2002,FishCanyonTuff,48.4101,5.8527,12.8797,14.6812,0.9248,1.0995,0.6544,1.2268,11.649,NA,NA,NA,97.3782,NA
BachmannDungan2002,FishCanyonTuff,47.4996,5.7973,12.7807,14.4927,0.9773,1.1227,0.6666,1.3441,11.6908,NA,NA,NA,96.3718,NA
BachmannDungan2002,FishCanyonTuff,47.3851,5.9453,13.2191,14.5407,0.9508,1.1751,0.6933,1.3205,11.5653,NA,NA,NA,96.7952,NA
BachmannDungan2002,FishCanyonTuff,48.3383,6.0335,13.3776,14.5279,0.8872,1.1971,0.6531,1.3343,11.5696,NA,NA,NA,97.9186,NA
BachmannDungan2002,FishCanyonTuff,48.0334,6.1034,13.1214,14.3819,0.9223,1.2338,0.6583,1.368,11.7535,NA,NA,NA,97.576,NA
BachmannDungan2002,FishCanyonTuff,47.7265,6.2162,13.4478,14.4938,0.8607,1.2946,0.6576,1.3309,11.6275,NA,NA,NA,97.6556,NA
BachmannDungan2002,FishCanyonTuff,47.7075,6.4815,13.4678,14.1009,0.8954,1.326,0.7594,1.3969,11.7202,NA,NA,NA,97.8556,NA
BachmannDungan2002,FishCanyonTuff,47.1877,6.5505,13.0974,14.2216,0.878,1.2094,0.7276,1.4007,11.5904,NA,NA,NA,96.8633,NA
BachmannDungan2002,FishCanyonTuff,49.3468,5.3428,13.0685,14.9046,0.9409,1.1171,0.5777,1.2835,11.567,NA,NA,NA,98.1489,NA
BachmannDungan2002,FishCanyonTuff,46.8879,6.3745,13.035,14.2128,0.9107,1.2281,0.7178,1.4382,11.7325,NA,NA,NA,96.5375,NA
BachmannDungan2002,FishCanyonTuff,47.5428,6.2958,13.1691,14.2306,0.8669,1.2461,0.7444,1.3128,11.5734,NA,NA,NA,96.9819,NA
BachmannDungan2002,FishCanyonTuff,47.9922,6.1171,13.1003,14.3182,0.8485,1.2471,0.6665,1.3193,11.5936,NA,NA,NA,97.2028,NA
BachmannDungan2002,FishCanyonTuff,47.9732,6.0457,13.4845,14.7837,0.7329,1.1582,0.6879,1.3571,11.6669,NA,NA,NA,97.8901,NA
BachmannDungan2002,FishCanyonTuff,47.6374,5.9052,13.0081,14.6546,0.7323,1.2405,0.6199,1.3158,11.7531,NA,NA,NA,96.8669,NA
BachmannDungan2002,FishCanyonTuff,47.5946,6.2027,13.2977,14.3865,0.7863,1.1614,0.7201,1.2628,11.714,NA,NA,NA,97.1261,NA
BachmannDungan2002,FishCanyonTuff,48.178,6.0131,13.1269,14.4907,0.8928,1.2129,0.6589,1.2479,11.8148,NA,NA,NA,97.636,NA
BachmannDungan2002,FishCanyonTuff,47.962,5.946,13.0717,14.5918,0.8486,1.1762,0.6869,1.2586,11.5736,NA,NA,NA,97.1154,NA
BachmannDungan2002,FishCanyonTuff,49.6526,5.2402,13.081,14.9653,0.9514,1.0633,0.5805,1.2908,11.5581,NA,NA,NA,98.3832,NA
BachmannDungan2002,FishCanyonTuff,48.2502,6.1588,13.417,14.4989,0.8636,1.1569,0.6528,1.3307,11.7619,NA,NA,NA,98.0908,NA
BachmannDungan2002,FishCanyonTuff,47.7841,6.3967,13.1544,14.0989,0.8965,1.218,0.7154,1.3842,11.7581,NA,NA,NA,97.4063,NA
BachmannDungan2002,FishCanyonTuff,46.7684,6.7497,13.6481,13.9906,0.8541,1.2923,0.7473,1.3533,11.8106,NA,NA,NA,97.2144,NA
BachmannDungan2002,FishCanyonTuff,45.5564,7.2507,13.8587,13.502,0.9915,1.3219,0.8198,1.6868,11.6901,NA,NA,NA,96.6779,NA
BachmannDungan2002,FishCanyonTuff,45.5685,7.7097,14.5667,13.2754,0.8974,1.4471,0.9859,1.8037,11.5304,NA,NA,NA,97.7848,NA
BachmannDungan2002,FishCanyonTuff,44.8258,8.1103,14.7239,12.8865,0.8418,1.5772,0.9345,1.818,11.6671,NA,NA,NA,97.3851,NA
BachmannDungan2002,FishCanyonTuff,49.9616,5.192,13.0545,14.9083,0.9621,1.1109,0.5628,1.1173,11.5482,NA,NA,NA,98.4177,NA
BachmannDungan2002,FishCanyonTuff,47.2049,6.2923,13.0338,14.6197,0.8307,1.0664,0.6201,1.7317,11.3583,NA,NA,NA,96.7579,NA
BachmannDungan2002,FishCanyonTuff,47.755,6.3199,13.2905,14.3399,0.8928,1.1728,0.6584,1.2855,11.8305,NA,NA,NA,97.5453,NA
BachmannDungan2002,FishCanyonTuff,47.443,6.4389,13.3496,14.348,0.8276,1.183,0.6698,1.3261,11.8176,NA,NA,NA,97.4036,NA
BachmannDungan2002,FishCanyonTuff,47.7647,6.3448,13.2833,14.2978,0.9625,1.1286,0.6593,1.3203,11.6966,NA,NA,NA,97.4579,NA
BachmannDungan2002,FishCanyonTuff,48.2322,6.122,13.3405,14.2681,0.9539,1.1962,0.6834,1.3094,11.8245,NA,NA,NA,97.9302,NA
BachmannDungan2002,FishCanyonTuff,48.067,6.2252,13.3066,14.5475,0.8343,1.1506,0.6704,1.2973,11.6186,NA,NA,NA,97.7175,NA
BachmannDungan2002,FishCanyonTuff,47.7512,6.2753,13.234,14.2734,0.9624,1.1478,0.7141,1.3276,11.523,NA,NA,NA,97.2088,NA
BachmannDungan2002,FishCanyonTuff,47.6298,6.7108,13.5015,13.9729,0.8175,1.193,0.793,1.548,11.7826,NA,NA,NA,97.9491,NA
BachmannDungan2002,FishCanyonTuff,46.9295,6.9761,13.8128,13.8218,0.8974,1.3194,0.7792,1.4406,11.4959,NA,NA,NA,97.4727,NA
BachmannDungan2002,FishCanyonTuff,49.5791,5.2246,12.5909,15.1191,0.9323,1.0886,0.5717,1.1916,11.6437,NA,NA,NA,97.9416,NA
BachmannDungan2002,FishCanyonTuff,46.7043,6.9625,14.039,13.8119,0.921,1.3382,0.7986,1.3973,11.7553,NA,NA,NA,97.7281,NA
BachmannDungan2002,FishCanyonTuff,46.5861,7.1603,13.8372,13.7073,0.875,1.3622,0.8109,1.4553,11.6943,NA,NA,NA,97.4886,NA
BachmannDungan2002,FishCanyonTuff,46.0573,6.9585,13.8166,13.7001,0.8825,1.3415,0.8268,1.4235,11.6984,NA,NA,NA,96.7052,NA
BachmannDungan2002,FishCanyonTuff,46.8142,6.822,13.9155,13.8593,0.8456,1.3608,0.7559,1.508,11.6101,NA,NA,NA,97.4914,NA
BachmannDungan2002,FishCanyonTuff,47.1834,6.7681,13.8865,13.9284,0.916,1.3107,0.7747,1.4638,11.6825,NA,NA,NA,97.9141,NA
BachmannDungan2002,FishCanyonTuff,47.2559,6.731,13.8237,13.8921,0.9142,1.3127,0.7877,1.432,11.6319,NA,NA,NA,97.7812,NA
BachmannDungan2002,FishCanyonTuff,46.6258,6.6727,13.9543,13.8907,0.8989,1.2913,0.7902,1.5204,11.8857,NA,NA,NA,97.53,NA
BachmannDungan2002,FishCanyonTuff,46.1374,6.77,13.7427,13.9961,0.8541,1.3728,0.7885,1.4423,11.6405,NA,NA,NA,96.7444,NA
BachmannDungan2002,FishCanyonTuff,46.4376,6.7683,14.0055,13.9959,0.8193,1.2993,0.7888,1.3452,11.8996,NA,NA,NA,97.3595,NA
BachmannDungan2002,FishCanyonTuff,46.7644,6.7796,13.5509,13.9392,0.8874,1.2924,0.7713,1.3467,11.7733,NA,NA,NA,97.1052,NA
BachmannDungan2002,FishCanyonTuff,49.287,5.3252,12.8095,14.8437,0.9234,1.2021,0.5971,1.2135,11.367,NA,NA,NA,97.5685,NA
BachmannDungan2002,FishCanyonTuff,47.5342,6.7615,13.7829,13.9782,0.8441,1.2959,0.7243,1.3899,11.8375,NA,NA,NA,98.1485,NA
BachmannDungan2002,FishCanyonTuff,46.6506,6.9685,14.086,13.7126,0.8626,1.3369,0.7841,1.4163,11.8932,NA,NA,NA,97.7108,NA
BachmannDungan2002,FishCanyonTuff,46.2909,7.2506,13.9275,13.3823,0.7521,1.3932,0.9223,1.4888,11.6637,NA,NA,NA,97.0714,NA
BachmannDungan2002,FishCanyonTuff,46.8451,6.9205,13.9629,13.7995,0.8437,1.2548,0.7603,1.354,11.8018,NA,NA,NA,97.5426,NA
BachmannDungan2002,FishCanyonTuff,47.1035,6.6717,13.9368,13.8978,0.856,1.3301,0.7927,1.3733,11.7782,NA,NA,NA,97.7401,NA
BachmannDungan2002,FishCanyonTuff,46.7455,6.9843,13.7125,13.9023,0.8514,1.3064,0.7938,1.4709,11.9305,NA,NA,NA,97.6976,NA
BachmannDungan2002,FishCanyonTuff,47.0756,6.5968,14.0453,13.8054,0.832,1.2506,0.6874,1.6244,11.7394,NA,NA,NA,97.6569,NA
BachmannDungan2002,FishCanyonTuff,48.7039,5.7267,12.9968,14.6568,0.9291,1.2016,0.6248,1.2387,11.5457,NA,NA,NA,97.6241,NA
BachmannDungan2002,FishCanyonTuff,46.8885,6.5045,13.6189,14.2733,0.8047,1.3193,0.7005,1.5564,11.8074,NA,NA,NA,97.4735,NA
BachmannDungan2002,FishCanyonTuff,47.1171,6.4306,13.8194,14.138,0.8084,1.2705,0.6844,1.3489,11.6425,NA,NA,NA,97.2598,NA
BachmannDungan2002,FishCanyonTuff,46.8842,6.5815,13.6916,13.9439,0.7587,1.2529,0.745,1.3424,11.7562,NA,NA,NA,96.9564,NA
BachmannDungan2002,FishCanyonTuff,47.1529,6.8491,13.8312,13.6555,0.7848,1.3682,0.7435,1.377,11.7616,NA,NA,NA,97.5238,NA
BachmannDungan2002,FishCanyonTuff,46.6128,6.8354,13.9311,13.863,0.8082,1.4135,0.8339,1.3591,11.8683,NA,NA,NA,97.5253,NA
BachmannDungan2002,FishCanyonTuff,47.4244,6.5714,13.9111,13.9658,0.8411,1.2913,0.7047,1.3654,11.6288,NA,NA,NA,97.704,NA
BachmannDungan2002,FishCanyonTuff,46.1753,6.6768,13.4854,14.0264,0.8081,1.3705,0.7662,1.4097,11.7632,NA,NA,NA,96.4816,NA
BachmannDungan2002,FishCanyonTuff,45.9137,6.9315,14.0259,13.6551,0.7735,1.3659,0.8168,1.3436,11.7393,NA,NA,NA,96.5653,NA
BachmannDungan2002,FishCanyonTuff,45.7475,6.9055,13.8912,13.8428,0.7392,1.4069,0.8591,1.4879,11.896,NA,NA,NA,96.7761,NA
BachmannDungan2002,FishCanyonTuff,46.5556,6.9963,14.1093,13.5988,0.7828,1.3893,0.7928,1.3884,11.7039,NA,NA,NA,97.3172,NA
BachmannDungan2002,FishCanyonTuff,49.0471,5.6607,13.2891,14.6752,0.9268,1.2207,0.6461,1.2518,11.715,NA,NA,NA,98.4325,NA
BachmannDungan2002,FishCanyonTuff,45.6825,7.4497,14.5695,13.0845,0.7794,1.4588,0.9238,1.7398,11.586,NA,NA,NA,97.274,NA
BachmannDungan2002,FishCanyonTuff,46.012,7.1279,14.2377,13.6519,0.7697,1.3768,0.8582,1.4823,11.8963,NA,NA,NA,97.4128,NA
BachmannDungan2002,FishCanyonTuff,45.7575,7.4897,14.3769,13.2882,0.7216,1.475,0.8754,1.5138,11.8179,NA,NA,NA,97.316,NA
BachmannDungan2002,FishCanyonTuff,45.4533,7.4814,14.8255,13.4775,0.7513,1.4771,0.8836,1.4381,11.8072,NA,NA,NA,97.595,NA
BachmannDungan2002,FishCanyonTuff,46.0815,7.4559,14.3971,13.1902,0.7224,1.4193,0.911,1.4143,11.947,NA,NA,NA,97.5387,NA
BachmannDungan2002,FishCanyonTuff,45.689,7.6476,14.7052,13.2149,0.7346,1.4498,0.8917,1.6102,11.9148,NA,NA,NA,97.8578,NA
BachmannDungan2002,FishCanyonTuff,45.9419,7.5685,14.1612,13.2551,0.7255,1.4504,0.8696,1.5522,11.8436,NA,NA,NA,97.368,NA
BachmannDungan2002,FishCanyonTuff,45.5789,7.516,14.3256,13.267,0.7668,1.4962,0.8979,1.5064,11.9697,NA,NA,NA,97.3245,NA
BachmannDungan2002,FishCanyonTuff,49.237,5.5992,13.1145,14.8076,0.8253,1.1089,0.6014,1.2479,11.642,NA,NA,NA,98.1838,NA
BachmannDungan2002,FishCanyonTuff,49.5978,5.8284,12.8295,14.3913,0.9375,1.2321,0.5985,1.2882,11.4337,NA,NA,NA,98.137,NA
BachmannDungan2002,FishCanyonTuff,45.3284,7.7885,14.8367,13.3107,0.8123,1.5099,0.9048,1.5094,11.8436,NA,NA,NA,97.8443,NA
BachmannDungan2002,FishCanyonTuff,48.8962,5.7786,13.2878,14.5295,0.9402,1.2105,0.6534,1.2509,11.505,NA,NA,NA,98.0521,NA
BachmannDungan2002,FishCanyonTuff,48.4142,5.888,13.1279,14.2836,0.8247,1.2072,0.6515,1.2385,11.3809,NA,NA,NA,97.0165,NA
BachmannDungan2002,FishCanyonTuff,48.545,5.8907,13.2592,14.7763,0.9326,1.2799,0.6847,1.2042,11.5838,NA,NA,NA,98.1564,NA
BachmannDungan2002,FishCanyonTuff,48.8358,5.7094,12.9024,14.5588,0.819,1.264,0.6442,1.2645,11.698,NA,NA,NA,97.6961,NA
BachmannDungan2002,FishCanyonTuff,48.0353,5.796,12.7595,14.7263,0.878,1.2793,0.6831,1.5032,11.3101,NA,NA,NA,96.9708,NA
BachmannDungan2002,FishCanyonTuff,48.6308,5.8823,13.0565,14.3591,0.9243,1.1963,0.6392,1.2267,11.7528,NA,NA,NA,97.668,NA
BachmannDungan2002,FishCanyonTuff,48.7756,5.8712,13.3097,14.6041,0.8799,1.2191,0.6425,1.2563,11.6871,NA,NA,NA,98.2455,NA
BachmannDungan2002,FishCanyonTuff,48.6626,5.76,13.1181,14.4693,0.8941,1.2167,0.6678,1.314,11.6902,NA,NA,NA,97.7928,NA
BachmannDungan2002,FishCanyonTuff,49.0951,5.5572,13.0515,14.5033,0.8809,1.1812,0.6834,1.1597,11.739,NA,NA,NA,97.8513,NA
BachmannDungan2002,FishCanyonTuff,49.9265,5.2889,12.9431,14.8232,0.8782,1.0628,0.6043,1.1643,11.7163,NA,NA,NA,98.4076,NA
BachmannDungan2002,FishCanyonTuff,49.4705,5.5567,12.9637,14.716,0.8111,1.1817,0.6308,1.2033,11.6946,NA,NA,NA,98.2284,NA
BachmannDungan2002,FishCanyonTuff,48.8994,5.8594,12.8722,14.5025,0.987,1.2808,0.7027,1.2475,11.6238,NA,NA,NA,97.9753,NA
BachmannDungan2002,FishCanyonTuff,48.5594,5.8806,13.1186,14.5101,0.8835,1.2215,0.6698,1.2466,11.6608,NA,NA,NA,97.7509,NA
BachmannDungan2002,FishCanyonTuff,48.3866,5.9529,13.1222,14.4538,0.9195,1.2783,0.6916,1.3433,11.7885,NA,NA,NA,97.9367,NA
BachmannDungan2002,FishCanyonTuff,48.6868,5.9715,13.3008,14.4953,0.8394,1.2859,0.6536,1.2977,11.7212,NA,NA,NA,98.2522,NA
BachmannDungan2002,FishCanyonTuff,48.647,5.9611,13.0309,14.3787,0.8169,1.2658,0.7355,1.2208,11.7533,NA,NA,NA,97.81,NA
BachmannDungan2002,FishCanyonTuff,48.1928,5.9675,13.4319,14.5727,0.9124,1.2917,0.6746,1.1845,11.7141,NA,NA,NA,97.9422,NA
BachmannDungan2002,FishCanyonTuff,48.1979,5.9317,13.4245,14.4697,0.8076,1.2147,0.6918,1.2734,11.9106,NA,NA,NA,97.9219,NA
BachmannDungan2002,FishCanyonTuff,48.7634,5.8987,13.1647,14.6162,0.831,1.3046,0.6842,1.2261,11.8075,NA,NA,NA,98.2964,NA
BachmannDungan2002,FishCanyonTuff,48.5387,5.9224,13.2584,14.5171,0.9379,1.2614,0.6539,1.2529,11.7726,NA,NA,NA,98.1153,NA
BachmannDungan2002,FishCanyonTuff,50.0214,5.1462,12.8231,14.7993,0.8644,1.0773,0.5831,1.1653,11.5366,NA,NA,NA,98.0167,NA
BachmannDungan2002,FishCanyonTuff,48.718,5.9034,13.4917,14.6624,0.9459,1.2195,0.6525,1.3465,11.7162,NA,NA,NA,98.6561,NA
BachmannDungan2002,FishCanyonTuff,48.3424,5.7549,12.9503,14.5167,0.8824,1.2372,0.664,1.218,11.8301,NA,NA,NA,97.396,NA
BachmannDungan2002,FishCanyonTuff,48.8374,5.7024,13.2569,14.8694,0.9455,1.1093,0.6287,1.2899,11.6916,NA,NA,NA,98.3311,NA
BachmannDungan2002,FishCanyonTuff,48.9551,5.6501,13.0229,14.6883,0.91,1.1543,0.5967,1.1655,11.6775,NA,NA,NA,97.8204,NA
BachmannDungan2002,FishCanyonTuff,48.6808,5.5704,12.7264,14.8647,0.8906,1.1923,0.5872,1.238,11.8812,NA,NA,NA,97.6316,NA
BachmannDungan2002,FishCanyonTuff,48.9897,5.657,13.4116,14.8218,0.9156,1.2017,0.6759,1.2191,11.811,NA,NA,NA,98.7034,NA
BachmannDungan2002,FishCanyonTuff,49.0271,5.7442,13.2676,14.8493,0.892,1.2547,0.6279,1.2674,11.661,NA,NA,NA,98.5912,NA
BachmannDungan2002,FishCanyonTuff,48.5443,5.7126,13.0814,14.7825,0.9508,1.2087,0.6343,1.3382,11.7926,NA,NA,NA,98.0454,NA
BachmannDungan2002,FishCanyonTuff,49.2732,5.576,12.4781,15.3101,0.9347,1.0957,0.5481,1.596,11.6547,NA,NA,NA,98.4666,NA
BachmannDungan2002,FishCanyonTuff,50.0042,5.1806,12.9027,14.82,0.8564,1.0945,0.5776,1.2174,11.6429,NA,NA,NA,98.2963,NA
BachmannDungan2002,FishCanyonTuff,48.5918,5.8572,13.2653,14.4691,0.9529,1.2112,0.6611,1.3194,11.7163,NA,NA,NA,98.0443,NA
