DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,CaO_wt,Na2O_wt,K2O_wt,MnO_wt,TiO2_wt,P2O5_wt
Curryetal2021a,RatCreekTuff,76.31858783,12.74989366,0.83475117,0.034878775,0.542641429,2.647809443,6.582305402,0.079434283,0.209698001,0
Curryetal2021a,RatCreekTuff,76.6546867,13.06127343,0.695245161,0.03361672,0.506820233,2.366017564,6.444989021,0.121405607,0.115838507,0
Curryetal2021a,RatCreekTuff,76.26724605,13.1403528,0.86024091,0.069266151,0.449857584,2.670630407,6.394617031,0,0.14768267,0
Curryetal2021a,RatCreekTuff,76.56370403,13.0149699,0.811205556,0.035573535,0.477932049,2.471877025,6.491364014,0,0.133266414,0
Curryetal2021a,RatCreekTuff,76.3318616,13.14252336,0.702437809,0.03833236,0.482751512,2.276319406,6.689372595,0.149249244,0.18715211,0
Curryetal2021a,RatCreekTuff,76.61031002,12.95795309,0.748138424,0.071008307,0.503010944,2.211037115,6.579961413,0.154134799,0.164445885,0
Curryetal2021a,RatCreekTuff,76.11313316,12.96750201,0.695597795,0.062749432,0.494606868,2.677023535,6.499813144,0.226154948,0.169723292,0.093588743
Curryetal2021a,RatCreekTuff,76.06973059,13.25071951,0.761651358,0.042508308,0.443634089,2.650143903,6.529954577,0.082790496,0.168761164,0
Curryetal2021a,RatCreekTuff,76.43397691,13.28822872,0.801772901,0.06878738,0.511159553,2.346236211,6.334837768,0.14344035,0.024742127,0.04671143
Curryetal2021a,RatCreekTuff,76.64303506,12.95224475,0.540997066,0.072147215,0.479340099,2.483405605,6.593870056,0.098265791,0.136587308,0
Curryetal2021a,RatCreekTuff,76.31749104,12.91049154,0.835435124,0.064124249,0.441161987,2.654893783,6.530182288,0.01134753,0.140987706,0.0937777
Curryetal2021a,RatCreekTuff,76.69150531,12.94624629,0.767343737,0.092274156,0.450975202,2.368477176,6.440971869,0.08927337,0.145109416,0.007716306
Curryetal2021a,RatCreekTuff,76.59627721,13.02136712,0.711482321,0.039484841,0.462382597,2.513652477,6.451348418,0.095475641,0.108529373,0
Curryetal2021a,RatCreekTuff,76.37144087,13.16231957,0.768105419,0.076574927,0.508071961,2.36686137,6.383028854,0.151222093,0.103242279,0.10902556
Curryetal2021a,RatCreekTuff,76.72227512,12.78704585,0.627371064,0.061496572,0.452211862,2.693125744,6.34050864,0.101469344,0.160209173,0.054180601
Curryetal2021a,RatCreekTuff,76.41864256,12.93583675,0.855303426,0.02179117,0.529717708,2.595712908,6.41984962,0.103294419,0.119744616,0
Curryetal2021a,RatCreekTuff,76.6737043,12.97375179,0.706384127,0.080435136,0.499930403,2.454493583,6.38593352,0,0.131968876,0.093292007
Curryetal2021a,RatCreekTuff,76.8868349,12.75800552,0.778503025,0.056749303,0.5346716,2.350437531,6.468996988,0,0.126944802,0.038750457
Curryetal2021a,RatCreekTuff,76.42137092,12.73510551,0.696672551,0.058199217,0.501028687,2.534135666,6.560834289,0.178892797,0.195751242,0.117901736
Curryetal2021a,RatCreekTuff,76.11764592,13.17812903,0.786287878,0.043140129,0.487526386,2.511141851,6.567601763,0.102591949,0.174599478,0.031335616
Curryetal2021a,RatCreekTuff,76.01230675,12.96506207,0.701489236,0.055352877,0.518073297,2.762352,6.646578758,0.117585175,0.221093997,0
Curryetal2021a,RatCreekTuff,76.3406084,12.7679534,0.944614862,0.063786345,0.493622968,2.767280276,6.34658102,0.07682141,0.198731325,0
Curryetal2021a,RatCreekTuff,76.08533333,13.14133333,0.776213333,0.0912,0.496746667,2.570666667,6.581333333,0.16864,0.049493333,0.038933333
Curryetal2021a,RatCreekTuff,76.58153947,13.0256614,0.648733185,0.070546812,0.463441558,2.666754496,6.321589343,0.093814511,0.127812974,0
Curryetal2021a,RatCreekTuff,76.16503551,12.90198507,0.851784616,0.022612816,0.533514518,2.757918184,6.382308747,0.188510576,0.188404909,0.007819385
Curryetal2021a,RatCreekTuff,76.43694881,13.12349892,0.680383342,0.106283353,0.525470843,2.442075042,6.328159673,0.093966801,0.201205748,0.061901293
Curryetal2021a,RatCreekTuff,76.41599959,12.91075586,0.80737237,0.055498245,0.529881145,2.753729715,6.30180454,0.072444274,0.09044943,0.061958919
Curryetal2021a,RatCreekTuff,76.33084708,12.59602476,0.681673475,0.061757725,0.449949138,3.018794119,6.62221386,0,0.168797361,0.069942483
Curryetal2021a,RatCreekTuff,76.1426789,13.01547419,0.730396519,0.054410716,0.543460694,2.71514859,6.572383491,0.12606047,0.09987868,0
Curryetal2021a,RatCreekTuff,75.52897482,13.25836968,0.800302073,0.053972124,0.503028732,2.986599767,6.506520921,0.143570117,0.218555104,0
Curryetal2021a,RatCreekTuff,75.80397834,13.07482096,0.749366069,0.052791865,0.52267159,2.848404893,6.735513827,0.125394065,0.086951307,0
Curryetal2021a,RatCreekTuff,75.56131033,13.10628417,0.898581171,0.063740369,0.481055414,3.202821855,6.542606486,0.003476747,0.09387218,0.04614592
Curryetal2021a,RatCreekTuff,75.65963464,13.05697325,0.643729166,0.07424343,0.50446909,3.02552708,6.748427423,0.112545316,0.174450604,0
Curryetal2021a,RatCreekTuff,76.17727052,13.08612486,0.758995242,0.096249784,0.575682668,2.531764565,6.569768808,0.042730204,0.161306519,0
Curryetal2021a,RatCreekTuff,76.19724342,12.95535608,0.69639064,0.064401107,0.543330675,2.694112987,6.568912942,0.122040098,0.158104718,0
Curryetal2021a,RatCreekTuff,76.00287241,13.14731442,0.703913449,0.045365222,0.486869886,2.827263854,6.536032027,0.045687724,0.141685694,0.062887808
Curryetal2021a,RatCreekTuff,76.02856506,13.2800987,0.765747627,0.088998081,0.487293944,2.527502656,6.565081051,0.123697694,0.133015182,0
Curryetal2021a,RatCreekTuff,76.13177276,13.16107774,0.70313191,0.065325835,0.538911499,2.802723437,6.372732378,0.071826449,0.152497994,0
Curryetal2021a,RatCreekTuff,76.3431523,13.02009442,0.707325195,0.010600241,0.468016716,2.633999364,6.563583781,0.065100472,0.078805835,0.109321681
Curryetal2021a,RatCreekTuff,75.60444373,13.20367255,0.871227695,0.105199993,0.550904452,2.791020215,6.526693425,0.097900401,0.170574274,0.078255913
Curryetal2021a,RatCreekTuff,76.04150568,12.78270053,0.929885117,0.064718459,0.554775643,2.887108684,6.428914876,0.134910618,0.128578298,0.046794773
Curryetal2021a,RatCreekTuff,75.8983891,12.94705807,0.898709567,0.060782806,0.517348203,2.638550613,6.665812075,0.137696022,0.173375208,0.062171516
Curryetal2021a,RatCreekTuff,76.36519181,13.18443597,0.723970606,0.084162783,0.511056899,2.474748498,6.432212692,0.066455531,0.157658547,0
Curryetal2021a,RatCreekTuff,75.89443203,13.34360748,0.619006967,0.064586471,0.549944206,2.696431864,6.511936241,0.103594141,0.161572755,0.054781264
Curryetal2021a,RatCreekTuff,75.86503469,13.18973319,0.716610078,0.046961013,0.533579798,2.706409162,6.749977001,0.040221733,0.120130336,0.031342999
Curryetal2021a,RatCreekTuff,76.21717115,13.02683227,0.644146248,0.057133345,0.505716019,2.792231154,6.465089056,0.150350908,0.14122246,0
Curryetal2021a,RatCreekTuff,76.05693557,13.12208657,0.896906876,0.066516507,0.515929318,2.622285375,6.417137381,0.057135974,0.190275585,0.054790841
Curryetal2021a,RatCreekTuff,76.08978211,13.2853484,0.745769357,0.045918085,0.485176236,2.642154293,6.488193406,0.048048854,0.169609259,0
Curryetal2021a,RatCreekTuff,76.25556791,12.91702264,0.712800426,0.057492572,0.504645077,2.708061318,6.587466619,0.147868745,0.054053764,0.054913466
Curryetal2021a,RatCreekTuff,76.17662829,12.97326569,0.850884197,0.050528578,0.515732616,2.590389123,6.577243165,0.021000274,0.103615565,0.140605895
Curryetal2021a,RatCreekTuff,76.22758892,13.02150097,0.784387872,0.103937001,0.557606522,2.510297561,6.580184245,0.041980721,0.149122357,0.023287016
Curryetal2021a,RatCreekTuff,76.61198817,13.03806086,0.622679803,0,0.486090594,2.558371548,6.411985596,0.071720039,0.198996348,0
Curryetal2021a,RatCreekTuff,76.22683596,13.27642416,0.749828415,0.062199725,0.503496054,2.5094372,6.434454358,0.074639671,0.099841283,0.06273593
Curryetal2021a,RatCreekTuff,75.89080697,12.88831607,0.930117392,0.079678998,0.510982581,2.89934204,6.454739578,0.177558246,0.168352306,0
Curryetal2021a,RatCreekTuff,76.12044609,13.16793161,0.788264773,0.088851577,0.533855221,2.642109255,6.488082809,0.052735648,0.086720844,0.031002169
Curryetal2021a,RatCreekTuff,76.34465571,12.92829685,0.845766386,0.094141214,0.54055971,2.482490916,6.534002066,0.115097306,0.083287033,0.031595339
Curryetal2021a,RatCreekTuff,76.64134346,13.02945488,0.858216713,0.024736772,0.448993736,2.441689991,6.354791417,0.052459016,0.062268426,0.085938958
Curryetal2021a,RatCreekTuff,76.1595891,12.84055144,0.677163409,0.068994008,0.543860172,2.938633663,6.526747955,0.069206952,0.13628446,0.038968838
Curryetal2021a,RatCreekTuff,75.8629571,13.11211604,0.673379531,0.020647326,0.578337975,2.948097519,6.502843264,0.124096813,0.177417999,0
Curryetal2021a,RatCreekTuff,76.13223878,12.85779429,0.686140601,0.057667848,0.497225002,2.872713176,6.599764843,0.130713789,0.165634875,0
Curryetal2021a,RatCreekTuff,76.77971861,12.68441559,0.590728301,0.044561089,0.485470093,2.767703148,6.454411975,0.055674646,0.137209685,0
Curryetal2021a,RatCreekTuff,75.80498518,13.23527991,0.737762196,0.074173385,0.495276411,2.758691758,6.526399177,0.103370434,0.200944396,0.063009808
Curryetal2021a,RatCreekTuff,76.24573342,13.05991275,0.587426464,0.099755733,0.540514308,2.642178881,6.610839404,0.026206101,0.155618944,0.031706147
Curryetal2021a,RatCreekTuff,76.04379247,13.30846798,0.784459656,0.037641195,0.534376277,2.50941298,6.659595985,0.006970592,0.083647099,0.031528522
Curryetal2021a,RatCreekTuff,75.9729412,13.16935751,0.722332294,0.039861684,0.540918769,2.571721564,6.718622586,0.009643956,0.183770937,0.070722343
Curryetal2021a,RatCreekTuff,75.80145693,13.05671029,0.766655039,0.08032437,0.55416348,2.954827409,6.613693118,0.064003482,0.108165884,0
Curryetal2021a,RatCreekTuff,76.21635775,12.77487088,0.985882184,0.065352439,0.619000562,2.544416431,6.556359352,0.048248892,0.189405937,0
Curryetal2021a,RatCreekTuff,76.24602985,13.04138707,0.7957259,0.057738066,0.540618994,2.436652336,6.589555449,0.08591848,0.198534195,0.007839664
Curryetal2021a,RatCreekTuff,75.81068455,13.3795926,0.883179235,0.083872073,0.592780065,2.522468361,6.600458879,0,0.119081527,0.007777611
Curryetal2021a,RatCreekTuff,75.86769948,13.35204436,0.805000414,0.041397626,0.559968391,2.431455488,6.73890465,0.060681583,0.14284801,0
Curryetal2021a,RatCreekTuff,76.16993381,13.0157119,0.83973017,0.125399141,0.548964876,2.463575039,6.566009008,0.171710123,0.098965933,0
Curryetal2021a,RatCreekTuff,75.65804662,13.38969036,0.878724663,0.059288206,0.583857658,2.560411009,6.5059624,0.082164009,0.19664796,0.085102186
Curryetal2021a,RatCreekTuff,76.0296141,13.02698006,0.795515664,0.076697936,0.63002634,2.662680779,6.555923192,0.06110375,0.16135209,0
Curryetal2021a,RatCreekTuff,75.842805,13.05405442,0.902523124,0.08362102,0.605366134,2.836024603,6.600013137,0.002189578,0.073298724,0
Curryetal2021a,RatCreekTuff,76.00612769,12.81167886,0.852250578,0.011168075,0.657019978,2.697195549,6.669237431,0.105991356,0.189330484,0
Curryetal2021a,RatCreekTuff,75.76551431,12.96629715,0.887741504,0.038845968,0.658476201,2.752030416,6.626042464,0.102777751,0.202168388,0
Curryetal2021a,RatCreekTuff,76.22655359,12.97159116,0.984680867,0.050515383,0.653430722,2.320121996,6.696715762,0.026154103,0.07013096,0
Curryetal2021a,RatCreekTuff,75.82883292,13.17889263,0.868200505,0.068378056,0.638336099,2.547003308,6.563025121,0.130732079,0.161063612,0.015429979
Curryetal2021a,RatCreekTuff,75.96380127,12.97328515,0.865342359,0.052377926,0.671322717,2.445005812,6.765921256,0.135845366,0.11940481,0.007693337
Curryetal2021a,RatCreekTuff,76.06294238,12.86910179,0.978495498,0.072798121,0.633206298,2.44069172,6.677563492,0.163346727,0.078397976,0.023350341
Curryetal2021a,RatCreekTuff,76.10749972,12.97768474,0.965433804,0.06356417,0.701960319,2.584942919,6.45176327,0,0.123738251,0.023412803
Curryetal2021a,RatCreekTuff,75.89638421,13.05913698,0.781972297,0.086255442,0.598009716,2.489956126,6.68190758,0.144039234,0.262233354,0
Curryetal2021a,RatCreekTuff,76.03467734,13.23035266,0.832715208,0.041019407,0.48362518,2.667324111,6.354819993,0.135385295,0.219974538,0
Curryetal2021a,RatCreekTuff,76.02397794,13.43481237,0.788708787,0.061842787,0.462861274,2.665637375,6.290904206,0.044036329,0.12496508,0.102147224
Curryetal2021a,RatCreekTuff,76.31625369,12.75702282,0.800164357,0.026675731,0.536956643,2.549253295,6.754983414,0.133163527,0.117459266,0.007959694
Curryetal2021a,RatCreekTuff,76.2295424,12.96704637,0.723779445,0.003530631,0.498139999,2.856601799,6.526318718,0.048572929,0.146360721,0
Curryetal2021a,RatCreekTuff,75.92407378,13.31756545,0.817941046,0.032301267,0.49932822,2.682829462,6.342208849,0.136502363,0.176100926,0.071041324
Curryetal2021a,RatCreekTuff,76.05925881,13.1917625,0.897662407,0.08318646,0.537116188,2.554629353,6.579780645,0.004400832,0.092095462,0
Curryetal2021a,RatCreekTuff,76.21220494,13.09880441,0.712570651,0.08251385,0.540541123,2.703782818,6.506314033,0.050844043,0.092316409,0
Curryetal2021a,RatCreekTuff,75.95025764,13.26064849,0.857571681,0.087302822,0.487574005,2.664921321,6.427790226,0.160108473,0.103825335,0
Curryetal2021a,RatCreekTuff,76.08773499,12.93427358,0.840086414,0.069481635,0.51950884,2.800644362,6.552652648,0.062105892,0.133511634,0
Curryetal2021a,RatCreekTuff,75.83677776,13.16273565,0.798395441,0.06171381,0.491876326,2.794384043,6.667680845,0.013378518,0.173057606,0
Curryetal2021a,RatCreekTuff,76.18435969,13.07095167,0.801713771,0.086205782,0.467666366,2.618500623,6.508536528,0.144933471,0.109158071,0.007866278
Curryetal2021a,RatCreekTuff,75.72372979,12.917387,0.615976984,0.072302834,0.515184674,3.161900075,6.561212443,0.180972916,0.155828796,0.095396576
Curryetal2021a,RatCreekTuff,76.00273388,13.08296219,0.817391916,0.075064429,0.525024497,2.6976279,6.450849326,0.134241641,0.174652747,0.03934485
Curryetal2021a,RatCreekTuff,76.23026857,12.89541583,0.875778075,0.060954325,0.474824583,2.818203459,6.415682875,0.116357643,0.112407888,0
Curryetal2021a,RatCreekTuff,75.77529401,13.19603733,0.700784681,0.045917919,0.493403054,2.757220807,6.587290178,0.181740547,0.167471661,0.094732528
Curryetal2021a,RatCreekTuff,75.88235864,13.16414569,0.788556027,0.087904606,0.513100049,2.800882062,6.5605276,0.076377899,0.126039693,0
Curryetal2021a,RatCreekTuff,75.79964668,13.35374916,0.754465427,0.030602342,0.520025809,2.931832749,6.494972549,0.018511207,0.096087073,0
Curryetal2021a,RatCreekTuff,75.86772025,13.43143623,0.769753567,0.059253173,0.531773036,2.4411017,6.656572478,0.091191817,0.151090215,0
Curryetal2021a,RatCreekTuff,72.27755575,15.98575363,0.953243741,0.207276417,1.071273269,3.540885843,5.652993187,0.052802684,0.148158118,0.109953824
Curryetal2021a,RatCreekTuff,72.88052071,16.33369608,0.765763916,0.068168285,0.91021087,2.966963021,5.800464037,0.038909307,0.235201117,0
Curryetal2021a,RatCreekTuff,72.64004118,15.67586999,1.015408308,0.150733447,0.929522923,3.53345343,5.76994563,0,0.284922979,0
Curryetal2021a,RatCreekTuff,72.85684334,15.91977011,0.958783314,0.080472434,0.870294469,3.227119313,5.796481823,0.110174264,0.158067182,0.021890969
Curryetal2021a,RatCreekTuff,73.00226015,15.57245129,0.913986251,0.150608727,1.03400258,3.478734191,5.565974706,0,0.27461537,0.007264416
Curryetal2021a,RatCreekTuff,72.8989609,15.72450344,0.943673892,0.122007481,0.92045377,3.452465458,5.438396915,0.052958172,0.30949978,0.136978349
Curryetal2021a,RatCreekTuff,72.37689131,15.95443356,0.939241315,0.194460753,0.918744657,3.728537733,5.551607288,0.052426124,0.254302753,0.029251511
Curryetal2021a,RatCreekTuff,73.3210345,15.5753331,0.718640534,0.100962634,0.93031321,3.303858537,5.602194911,0.051917777,0.286573817,0.109170978
Curryetal2021a,RatCreekTuff,72.33220706,16.14964372,0.857316554,0.165321897,0.954814083,3.701390813,5.624459783,0.01157977,0.173903334,0.029362989
Curryetal2021a,RatCreekTuff,72.3864408,15.83130884,1.086725437,0.180398487,0.891465748,3.643058683,5.696794315,0.021982195,0.217861101,0.043861188
Curryetal2021a,RatCreekTuff,72.28856263,16.04358267,0.977097324,0.114420942,0.928411932,3.769522945,5.453996413,0.06460572,0.3378191,0.021877613
Curryetal2021a,RatCreekTuff,72.66865028,15.83329392,0.99071182,0.186915119,0.973541949,3.444255496,5.61362239,0.071969518,0.216936689,0
Curryetal2021a,RatCreekTuff,72.7170137,15.95922434,0.849909377,0.161466125,0.804519802,3.674889883,5.517540052,0.047263456,0.268069163,0
Curryetal2021a,RatCreekTuff,72.47868032,15.6604985,1.004556156,0.147344506,0.950022225,3.755638603,5.720917981,0.021196207,0.224618057,0.03642455
Curryetal2021a,RatCreekTuff,73.0572814,15.8964826,0.727037952,0.098768205,0.842648735,3.378912261,5.614192679,0.076623333,0.256381466,0.051567399
Curryetal2021a,RatCreekTuff,72.45477474,15.86743156,1.007843455,0.113543935,0.949584236,3.466833786,5.559242343,0.050258833,0.34863219,0.181752351
Curryetal2021a,RatCreekTuff,72.29514049,15.94487069,0.955864474,0.143721125,1.000253504,3.662871008,5.68055419,0.013554692,0.266541122,0.03662871
Curryetal2021a,RatCreekTuff,72.80904904,15.78320275,0.91542576,0.110482419,0.846103457,3.393904383,5.787174342,0.096246589,0.23623225,0.022075852
Curryetal2021a,RatCreekTuff,72.74648627,16.00566893,0.749815121,0.155627836,0.970330804,3.522483124,5.603014092,0,0.180656006,0.065814816
Curryetal2021a,RatCreekTuff,75.93771336,14.07741445,0.430457882,0.032232851,0.457438734,2.739277428,6.106735018,0.03789677,0.180730522,0
Curryetal2021a,RatCreekTuff,75.82727202,13.08028438,0.852830277,0.076648121,0.689726487,2.729056887,6.566793134,0.063749063,0.113533031,0
Curryetal2021a,RatCreekTuff,75.49968986,13.29024749,0.878946841,0.035064085,0.701601438,2.707075272,6.661110412,0,0.2109174,0.015347198
Curryetal2021a,RatCreekTuff,76.0040075,12.97109482,0.86566337,0.100933663,0.586736869,2.696538199,6.608117326,0,0.166801671,0
Curryetal2021a,RatCreekTuff,76.16302366,12.714545,0.820129568,0.065332882,0.653639435,3.168282387,6.22267227,0.051148088,0.096083858,0.045039308
Curryetal2021a,RatCreekTuff,76.49098266,12.7951949,0.818767946,0.077829653,0.65947659,2.480171599,6.340522372,0.106782283,0.216885299,0.0133867
Curryetal2021a,RatCreekTuff,75.88518959,12.97438565,0.794565002,0.035713106,0.623740752,2.952008191,6.440745145,0.090005285,0.172062855,0.031584423
Curryetal2021a,RatCreekTuff,76.13097064,12.79765463,0.822958847,0.093045499,0.567317639,3.014882082,6.331252372,0.075891859,0.165922476,0
Curryetal2021a,RatCreekTuff,76.36484569,12.77091276,0.764273971,0.042326454,0.596114932,2.939916244,6.296841884,0.049415613,0.127187866,0.048060333
Curryetal2021a,RatCreekTuff,76.60513442,12.59150115,0.743595817,0.006254736,0.559439986,3.09660696,6.121438261,0.118327299,0.157598838,0
Curryetal2021a,RatCreekTuff,76.51730812,12.52270062,0.719617249,0.071322706,0.570993921,3.318773332,6.101595691,0.062665037,0.114920257,0
Curryetal2021a,RatCreekTuff,76.41657917,12.74812955,0.797067518,0.077664576,0.57356269,3.042636099,6.167784363,0.047547635,0.098602038,0.030426361
Curryetal2021a,RatCreekTuff,76.94476055,12.54919975,0.841694246,0.194502156,0.567846069,2.453462514,6.337241473,0.030903187,0.080285646,0
Curryetal2021a,RatCreekTuff,76.24744157,12.86437013,0.707385613,0.102646738,0.493529645,2.878235178,6.468291958,0.083252179,0.144118084,0.010625743
Curryetal2021a,RatCreekTuff,75.34590154,13.373259,0.654666491,0.039435279,0.49804918,3.126216389,6.599790155,0.117590688,0.151100459,0.093888656
Curryetal2021a,RatCreekTuff,76.16778012,13.09456948,0.735923079,0.05885316,0.516335631,2.999545931,6.133554265,0.142943878,0.138496276,0.011894751
Curryetal2021a,RatCreekTuff,76.06182557,12.89411317,0.726806106,0.046323678,0.524243414,3.277813853,6.173043755,0.132043164,0.163683891,0
Curryetal2021a,RatCreekTuff,76.49366898,12.77802467,0.703971656,0.091858089,0.47478829,3.048251669,6.147820705,0.044543476,0.174786956,0.042182877
Sliwinskietal2019,NelsonMountainTuff,75.64707504,13.02102663,0.98505975,0.025448261,0.549258289,2.748412135,6.793625211,0.104974075,0.125120614,0
Sliwinskietal2019,NelsonMountainTuff,77.19375248,12.49290784,0.664789697,0.038538533,0.427135409,2.100350058,6.95192318,0.048173166,0.08242964,0
Sliwinskietal2019,NelsonMountainTuff,77.86296728,11.93582548,0.681986657,0,0.304987822,2.316001271,6.808217727,0,0.090013767,0
Sliwinskietal2019,NelsonMountainTuff,76.13880805,12.76097684,0.802437893,0.034796913,0.433379729,2.926104011,6.718967481,0.074866085,0.109662997,0
Sliwinskietal2019,NelsonMountainTuff,76.39451904,12.56861752,0.717844777,0.081285364,0.401148552,2.841820792,6.86914112,0.071784478,0.053838358,0
Sliwinskietal2019,NelsonMountainTuff,75.99060414,12.67696952,0.759959185,0.030823519,0.396454232,2.58811275,7.136176183,0.046766719,0.374133753,0
Sliwinskietal2019,NelsonMountainTuff,77.12471559,12.67897772,0.873062067,0.074077994,0.455050532,2.24244669,6.415154241,0.020106884,0.116408276,0
Sliwinskietal2019,NelsonMountainTuff,76.20405006,12.72451759,0.913435556,0.048744821,0.347571766,2.605728576,6.986404434,0.029670761,0.139876442,0
Sliwinskietal2019,NelsonMountainTuff,76.10395166,12.97256831,0.728303299,0.032083846,0.43420138,3.078979734,6.434950003,0.094112614,0.120849152,0
Sliwinskietal2019,NelsonMountainTuff,77.43669361,12.42678944,0.845869693,0.03747524,0.456127202,1.955136785,6.642753895,0.062101826,0.137052305,0
Sliwinskietal2019,NelsonMountainTuff,76.40572034,12.67055085,0.661016949,0.039194915,0.413135593,2.781779661,6.746822034,0.134533898,0.147245763,0
Sliwinskietal2019,NelsonMountainTuff,75.88486887,11.92914681,1.651401462,0.011674432,0.170871231,2.615072753,7.492862677,0.144338431,0.099763327,0
Sliwinskietal2019,NelsonMountainTuff,75.05554733,13.6963836,0.661277694,0.048670038,0.361851154,2.565757454,7.405252132,0.049728083,0.155532514,0
Sliwinskietal2019,NelsonMountainTuff,76.60977296,12.71335141,0.785877599,0.024458978,0.421119796,2.329983517,6.971872175,0.044664221,0.098899346,0
Sliwinskietal2019,RatCreekTuff,72.26354942,14.87778959,1.381509033,0,1.168969182,3.719447396,5.951115834,0.106269926,0.531349628,0
Sliwinskietal2019,RatCreekTuff,72.64050901,14.84623542,1.484623542,0.106044539,1.166489926,3.923647932,5.408271474,0,0.424178155,0
Sliwinskietal2019,RatCreekTuff,72.41014799,14.69344609,1.479915433,0,1.268498943,3.805496829,5.813953488,0.105708245,0.422832981,0
Sliwinskietal2019,RatCreekTuff,72.53668763,14.77987421,1.257861635,0.104821803,1.153039832,3.668763103,5.765199161,0.209643606,0.524109015,0
Sliwinskietal2019,RatCreekTuff,72.66035752,14.61619348,1.261829653,0,1.156677182,3.785488959,5.993690852,0.105152471,0.420609884,0
Sliwinskietal2019,RatCreekTuff,72.61280168,14.69045121,1.259181532,0,1.154249738,3.672612802,5.981112277,0.104931794,0.524658972,0
Sliwinskietal2019,RatCreekTuff,72.66949153,14.83050847,1.271186441,0,1.059322034,3.707627119,5.93220339,0.105932203,0.423728814,0
Sliwinskietal2019,RatCreekTuff,72.56355932,14.72457627,1.377118644,0.423728814,1.059322034,3.072033898,6.25,0,0.529661017,0
Sliwinskietal2019,RatCreekTuff,72.59414226,14.74895397,1.255230126,0,1.150627615,3.451882845,6.171548117,0.10460251,0.523012552,0
Sliwinskietal2019,RatCreekTuff,72.81348788,14.75237092,1.159114858,0,1.05374078,3.371970495,6.217070601,0.105374078,0.52687039,0
Sliwinskietal2019,RatCreekTuff,72.57383966,14.76793249,1.160337553,0,1.054852321,3.58649789,6.11814346,0.210970464,0.52742616,0
Sliwinskietal2019,RatCreekTuff,72.67876201,14.72785486,1.280683031,0,1.173959445,3.308431163,6.189967983,0.106723586,0.53361793,0
Sliwinskietal2019,RatCreekTuff,72.98728814,14.61864407,1.271186441,0,0.953389831,3.177966102,6.461864407,0,0.529661017,0
Sliwinskietal2019,RatCreekTuff,72.73695421,14.69648562,1.171458999,0,0.958466454,3.407880724,6.389776358,0.106496273,0.532481363,0
Sliwinskietal2019,RatCreekTuff,71.91489362,15,1.595744681,0,1.276595745,3.404255319,6.063829787,0.212765957,0.531914894,0
Sliwinskietal2019,RatCreekTuff,72.32905983,15.17094017,1.175213675,0.106837607,1.388888889,2.884615385,6.303418803,0.106837607,0.534188034,0
Sliwinskietal2019,RatCreekTuff,72.44680851,15.21276596,1.170212766,0,1.276595745,2.765957447,6.489361702,0.106382979,0.531914894,0
Sliwinskietal2019,RatCreekTuff,72.8042328,14.6031746,1.164021164,0,1.058201058,3.703703704,6.031746032,0.105820106,0.529100529,0
Sliwinskietal2019,RatCreekTuff,72.72727273,14.69344609,1.162790698,0,1.162790698,3.594080338,6.131078224,0.105708245,0.422832981,0
Sliwinskietal2019,RatCreekTuff,72.5788901,15.23394995,1.088139282,0,1.19695321,3.046789989,6.420021763,0.108813928,0.326441785,0
Sliwinskietal2019,RatCreekTuff,71.71610169,15.14830508,1.588983051,0,1.271186441,3.707627119,5.93220339,0.211864407,0.423728814,0
Sliwinskietal2019,RatCreekTuff,72.83549784,14.82683983,1.19047619,0,1.19047619,2.922077922,6.385281385,0.108225108,0.541125541,0
Sliwinskietal2019,RatCreekTuff,72.52631579,14.73684211,1.263157895,0,1.157894737,3.578947368,6.105263158,0.210526316,0.421052632,0
Sliwinskietal2019,RatCreekTuff,72.83298097,14.90486258,1.162790698,0,1.162790698,3.171247357,6.236786469,0.105708245,0.422832981,0
Sliwinskietal2019,RatCreekTuff,76.5625,12.60416667,0.729166667,0.104166667,0.520833333,2.8125,6.354166667,0.104166667,0.208333333,0
Sliwinskietal2019,RatCreekTuff,76.94736842,12.63157895,0.421052632,0,0.526315789,2.631578947,6.736842105,0,0.105263158,0
Sliwinskietal2019,RatCreekTuff,77.03549061,12.7348643,0.313152401,0,0.521920668,2.713987474,6.576200418,0,0.104384134,0
Sliwinskietal2019,RatCreekTuff,77.05943691,12.72158498,0.208550574,0,0.521376434,3.023983316,6.360792492,0,0.104275287,0
Sliwinskietal2019,RatCreekTuff,76.83315622,12.64612115,0.531349628,0,0.531349628,2.975557917,6.269925611,0.106269926,0.106269926,0
Sliwinskietal2019,RatCreekTuff,76.97160883,12.723449,0.315457413,0,0.525762355,2.628811777,6.519453207,0.105152471,0.210304942,0
Sliwinskietal2019,RatCreekTuff,77.08553326,12.56599789,0.527983105,0,0.527983105,2.639915523,6.546990496,0,0.105596621,0
Sliwinskietal2019,RatCreekTuff,77.17622081,12.63269639,0.318471338,0,0.42462845,2.547770701,6.687898089,0.106157113,0.106157113,0
Sliwinskietal2019,RatCreekTuff,76.71232877,12.64488936,0.52687039,0,0.52687039,2.950474183,6.322444679,0.105374078,0.210748156,0
Sliwinskietal2019,RatCreekTuff,76.56903766,12.9707113,0.313807531,0,0.523012552,3.033472803,6.380753138,0,0.209205021,0
