DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,MnO_wt,TiO2_wt,K2O_wt,Na2O_wt,CaO_wt,BaO_wt,F,Cl,H2O,Total
Curryetal2021a,CebollaCreekTuff,37.62,13.99,14.35,15.15,0.2696,4.92,8.52,0.6343,0.018,NA,NA,0.085,NA,95.557
Curryetal2021a,CebollaCreekTuff,37.69,13.39,15.93,14.42,0.2257,4.58,8.25,0.6673,0.1176,NA,NA,0.1022,NA,95.3728
Curryetal2021a,CebollaCreekTuff,38.37,13.9,12.28,16.23,0.197,4.84,9.05,0.5792,0.0516,NA,NA,0.0972,NA,95.595
Curryetal2021a,CebollaCreekTuff,38.47,13.41,14.13,15.02,0.234,4.75,7.92,0.4069,0.1456,NA,NA,0.0892,NA,94.5758
Curryetal2021a,CebollaCreekTuff,38.73,13.26,13.83,14.79,0.2561,4.75,8.46,0.475,0.0984,NA,NA,0.0865,NA,94.7361
Curryetal2021a,CebollaCreekTuff,37.99,13.67,14.9,14.83,0.2795,4.64,8.37,0.5543,0.0946,NA,NA,0.0879,NA,95.4164
Curryetal2021a,CebollaCreekTuff,37.16,14.17,14.39,15.2,0.2796,4.86,8.79,0.671,0.0305,NA,NA,0.092,NA,95.6432
Curryetal2021a,CebollaCreekTuff,37.09,14.25,14.55,15.09,0.2713,4.9,8.75,0.6838,0.0109,NA,NA,0.0901,NA,95.6861
Curryetal2021a,CebollaCreekTuff,37.3,14.28,14.42,15.15,0.273,4.88,8.68,0.6838,0.0049,NA,NA,0.0918,NA,95.7636
Curryetal2021a,CebollaCreekTuff,37.24,14.27,14.37,15.16,0.2952,4.91,8.76,0.6545,0.0067,NA,NA,0.0942,NA,95.7607
Curryetal2021a,CebollaCreekTuff,37.18,14.3,14.78,14.94,0.2836,4.91,8.82,0.6885,0.0096,NA,NA,0.0863,NA,95.9981
Curryetal2021a,CebollaCreekTuff,37.22,14.41,14.86,14.87,0.2888,4.92,8.79,0.7096,0.0119,NA,NA,0.0869,NA,96.1673
Curryetal2021a,CebollaCreekTuff,37.3,14.31,14.91,14.91,0.3008,4.92,8.75,0.6648,0.0199,NA,NA,0.0921,NA,96.1777
Curryetal2021a,CebollaCreekTuff,36.41,13.81,18.54,13.95,0.2004,4.81,8.53,0.6462,0.0166,NA,NA,0.095,NA,97.0083
Curryetal2021a,CebollaCreekTuff,37.39,14,15.56,15.12,0.2568,4.87,8.76,0.6875,0.0187,NA,NA,0.0927,NA,96.7558
Curryetal2021a,CebollaCreekTuff,37.56,13.96,15.44,14.85,0.2624,4.91,8.7,0.6724,0.0266,NA,NA,0.088,NA,96.4695
Curryetal2021a,CebollaCreekTuff,37.31,14.29,14.64,15.06,0.2823,4.91,8.69,0.6292,0.0041,NA,NA,0.0888,NA,95.9045
Curryetal2021a,CebollaCreekTuff,37.7,14.25,14.85,15.04,0.2808,4.88,8.77,0.683,0.0225,NA,NA,0.0937,NA,96.5701
Curryetal2021a,CebollaCreekTuff,37.68,14.2,14.92,14.87,0.2544,4.9,8.76,0.7166,0.0235,NA,NA,0.0942,NA,96.4188
Curryetal2021a,CebollaCreekTuff,37.49,14.23,14.61,15.2,0.2737,4.89,8.81,0.7295,0.0086,NA,NA,0.0927,NA,96.3345
Curryetal2021a,CebollaCreekTuff,37.96,14.15,14.73,14.81,0.24,4.75,8.54,0.6615,0.0404,NA,NA,0.104,NA,95.986
Curryetal2021a,CebollaCreekTuff,37.42,14.25,14.52,15.12,0.2887,4.9,8.75,0.6668,0.0197,NA,NA,0.0956,NA,96.0308
Curryetal2021a,CebollaCreekTuff,37.51,14.24,14.55,15.16,0.287,4.9,8.79,0.676,0.0148,NA,NA,0.0938,NA,96.2217
Curryetal2021a,CebollaCreekTuff,37.29,14.23,14.56,15.17,0.2944,4.88,8.82,0.6984,0.015,NA,NA,0.0862,NA,96.0441
Curryetal2021a,CebollaCreekTuff,37.77,14.11,14.69,15.21,0.287,4.9,8.77,0.6949,0.0223,NA,NA,0.0962,NA,96.5505
Curryetal2021a,CebollaCreekTuff,37.56,14.17,14.61,15.19,0.2736,4.89,8.79,0.7016,0.0076,NA,NA,0.0897,NA,96.2826
Curryetal2021a,CebollaCreekTuff,37.42,14.11,14.54,15.21,0.2971,4.84,8.79,0.6957,0.0151,NA,NA,0.0972,NA,96.0151
Curryetal2021a,CebollaCreekTuff,38.36,14.03,14.75,14.75,0.2696,4.69,8.59,0.6818,0.0525,NA,NA,0.0838,NA,96.2578
Curryetal2021a,CebollaCreekTuff,38.26,14.14,14.45,14.77,0.2709,4.72,8.59,0.6378,0.0544,NA,NA,0.091,NA,95.9841
Curryetal2021a,CebollaCreekTuff,38,14.06,14.39,15.14,0.2315,4.81,8.82,0.5369,0.0448,NA,NA,0.0972,NA,96.1304
Curryetal2021a,CebollaCreekTuff,37.41,14.29,14.87,14.98,0.2466,4.91,8.93,0.6123,0.0038,NA,NA,0.0947,NA,96.3475
Curryetal2021a,CebollaCreekTuff,37.58,14.23,14.47,15.12,0.248,4.85,8.92,0.6235,0.0168,NA,NA,0.0937,NA,96.1521
Curryetal2021a,CebollaCreekTuff,37.56,14.21,14.52,15.11,0.2749,4.84,8.78,0.655,0.0313,NA,NA,0.0965,NA,96.0778
Curryetal2021a,CebollaCreekTuff,37.99,14.07,14.48,15.11,0.2793,4.71,8.7,0.6522,0.0436,NA,NA,0.0972,NA,96.1323
Curryetal2021a,CebollaCreekTuff,37.96,13.78,14.78,14.81,0.2945,4.72,8.73,0.6656,0.0201,NA,NA,0.0893,NA,95.8495
Curryetal2021a,CebollaCreekTuff,38.88,13.39,14.62,14.39,0.1926,4.6,8.27,0.5817,0.1717,NA,NA,0.0776,NA,95.1737
Curryetal2021a,CebollaCreekTuff,39.42,13.03,13.75,15.46,0.2153,4.76,8.42,0.3998,0.0952,NA,NA,0.0919,NA,95.6423
Curryetal2021a,CebollaCreekTuff,39.31,13.34,14.31,14.06,0.1663,4.69,8.31,0.4372,0.1879,NA,NA,0.0905,NA,94.9019
Curryetal2021a,CebollaCreekTuff,38.91,13.15,13.67,15.21,0.247,4.82,8.18,0.4086,0.1139,NA,NA,0.0944,NA,94.8039
Curryetal2021a,CebollaCreekTuff,38.97,13.29,13.38,15.35,0.2402,4.85,8.39,0.4412,0.0927,NA,NA,0.0917,NA,95.0958
Curryetal2021a,CebollaCreekTuff,38.88,13.18,13.6,15.41,0.2454,4.87,8.2,0.3884,0.1159,NA,NA,0.0893,NA,94.979
Curryetal2021a,CebollaCreekTuff,38.75,13.24,13.57,15.46,0.2594,4.82,8.02,0.4386,0.1485,NA,NA,0.0915,NA,94.798
Curryetal2021a,CebollaCreekTuff,38.55,13.17,13.58,15.53,0.2418,4.81,7.98,0.4469,0.1522,NA,NA,0.0827,NA,94.5436
Curryetal2021a,CebollaCreekTuff,38.45,13.1,13.82,15.48,0.2576,4.78,7.95,0.4158,0.1543,NA,NA,0.0856,NA,94.4933
Curryetal2021a,CebollaCreekTuff,38.65,13.36,13.75,15.41,0.2505,4.86,8.4,0.3909,0.0971,NA,NA,0.0857,NA,95.2543
Curryetal2021a,CebollaCreekTuff,38.41,13.33,13.76,15.62,0.2447,4.75,8.11,0.495,0.1462,NA,NA,0.0925,NA,94.9585
Curryetal2021a,CebollaCreekTuff,39.35,13.45,13.65,15.3,0.2437,4.81,8.62,0.3001,0.1067,NA,NA,0.0921,NA,95.9227
Curryetal2021a,CebollaCreekTuff,37.92,13.57,13.99,15.52,0.2665,4.79,8.15,0.5192,0.1211,NA,NA,0.0789,NA,94.9258
Curryetal2021a,CebollaCreekTuff,38.59,13.55,13.95,15.47,0.2808,4.79,8.58,0.5978,0.0904,NA,NA,0.085,NA,95.984
Curryetal2021a,CebollaCreekTuff,38.42,13.68,13.98,15.79,0.2217,4.78,8.61,0.672,0.0274,NA,NA,0.1016,NA,96.2828
Curryetal2021a,CebollaCreekTuff,38.07,13.41,14.06,15.51,0.2485,4.73,8.42,0.5888,0.08,NA,NA,0.0869,NA,95.2043
Curryetal2021a,CebollaCreekTuff,36.86,13.66,14.03,15.38,0.2686,4.64,8.96,0.6877,0.0053,NA,NA,0.0897,NA,94.5814
Curryetal2021a,RatCreekTuff,36.64,13.61,14.53,14.64,0.3686,5.26,8.65,0.7145,0.0156,NA,NA,0.0705,NA,94.4993
Curryetal2021a,RatCreekTuff,36.62,13.57,14.67,14.63,0.3683,5.28,8.68,0.7236,0.0227,NA,NA,0.0688,NA,94.6335
Curryetal2021a,RatCreekTuff,36.8,13.84,14.61,14.75,0.3562,5.21,8.57,0.7118,0.0473,NA,NA,0.0597,NA,94.9551
Curryetal2021a,RatCreekTuff,37.29,14.63,12.42,16.38,0.2068,5.34,7.82,0.965,0.1488,NA,NA,0.0441,NA,95.2448
Curryetal2021a,RatCreekTuff,37.1,14.57,12.52,16.42,0.1764,5.34,7.91,0.9007,0.1307,NA,NA,0.041,NA,95.1088
Curryetal2021a,RatCreekTuff,37.2,14.65,12.63,16.33,0.2045,5.37,7.68,0.8893,0.1899,NA,NA,0.0407,NA,95.1845
Curryetal2021a,RatCreekTuff,36.91,14.6,12.42,16.05,0.2123,5.33,7.72,0.9505,0.2196,NA,NA,0.0547,NA,94.4671
Curryetal2021a,RatCreekTuff,40.04,13.05,14.22,14.29,0.5483,4.54,7.86,0.3163,0.1079,NA,NA,0.093,NA,95.0656
Curryetal2021a,RatCreekTuff,41.39,13,13.75,14.15,0.5177,4.42,7.95,0.3468,0.1108,NA,NA,0.0898,NA,95.7252
Curryetal2021a,RatCreekTuff,40.38,12.91,13.87,14.11,0.5276,4.42,8.09,0.3261,0.0964,NA,NA,0.091,NA,94.8212
Curryetal2021a,RatCreekTuff,40.86,12.9,13.78,14.22,0.5107,4.4,7.82,0.3263,0.0941,NA,NA,0.0898,NA,95.001
Curryetal2021a,RatCreekTuff,40.81,12.81,13.81,13.99,0.5103,4.43,7.71,0.308,0.1125,NA,NA,0.0843,NA,94.5751
Curryetal2021a,RatCreekTuff,40.2,12.83,13.96,14.28,0.5452,4.44,7.91,0.3249,0.0918,NA,NA,0.0896,NA,94.6715
Curryetal2021a,RatCreekTuff,40.43,13,13.6,14.2,0.5204,4.41,7.86,0.3483,0.0977,NA,NA,0.0915,NA,94.558
Curryetal2021a,RatCreekTuff,41.09,13.12,13.65,13.98,0.506,4.35,7.71,0.3491,0.0992,NA,NA,0.0937,NA,94.9481
Curryetal2021a,RatCreekTuff,40.77,12.89,13.71,14.01,0.506,4.36,7.74,0.3259,0.1026,NA,NA,0.098,NA,94.5126
Curryetal2021a,RatCreekTuff,40.8,13,13.48,14.21,0.5067,4.33,7.7,0.3229,0.1024,NA,NA,0.089,NA,94.5411
Sliwinskietal2019,NelsonMountainTuff,37.4,12.8,15.9,13.9,0.1,5.1,8,0.2,0.2,NA,NA,NA,NA,93.6
Sliwinskietal2019,NelsonMountainTuff,37.3,12.8,15.7,13.6,0.4,5.2,8.1,0.1,0.2,NA,NA,NA,NA,93.4
Sliwinskietal2019,NelsonMountainTuff,37.8,13,16.4,14.1,0.2,5.2,8.7,0.2,0.1,NA,NA,NA,NA,95.8
Sliwinskietal2019,NelsonMountainTuff,37.9,12.3,15.9,12.7,0.3,4.9,7.5,0.1,0.2,NA,NA,NA,NA,91.8
Sliwinskietal2019,NelsonMountainTuff,37.4,12.9,16.8,13.2,0.3,5.3,8.7,0.2,0.1,NA,NA,NA,NA,94.9
Sliwinskietal2019,NelsonMountainTuff,37.2,13.1,16.4,13.5,0.3,5.5,8.8,0.2,0.1,NA,NA,NA,NA,95.2
Sliwinskietal2019,NelsonMountainTuff,37.5,13.1,17.2,13.8,0.3,5,9,0.2,0.1,NA,NA,NA,NA,96.2
Sliwinskietal2019,NelsonMountainTuff,37.1,12.7,16.5,13.4,0.3,5.1,8.6,0.2,0.1,NA,NA,NA,NA,94
Sliwinskietal2019,NelsonMountainTuff,37.4,12.6,16.8,13.4,0.4,5,8.4,0.2,0.2,NA,NA,NA,NA,94.4
Sliwinskietal2019,NelsonMountainTuff,37.6,13.2,16.9,13.6,0.3,5.1,9.2,0.1,0.1,NA,NA,NA,NA,96.2
Sliwinskietal2019,NelsonMountainTuff,37.2,12.6,15.5,13.7,0.2,4.8,7.6,0.2,0.2,NA,NA,NA,NA,92
Sliwinskietal2019,RatCreekTuff,35.8,13.6,15.3,13.6,0.4,7,8.2,0.7,0.1,NA,NA,NA,NA,94.7
Sliwinskietal2019,RatCreekTuff,35.8,13.5,15.1,13.6,0.5,6.8,8.3,0.7,0,NA,NA,NA,NA,94.3
Sliwinskietal2019,RatCreekTuff,35.3,13.4,15.5,13.4,0.3,7.2,8.1,0.7,0,NA,NA,NA,NA,93.9
Sliwinskietal2019,RatCreekTuff,36.5,13.2,16.2,13.6,0.6,5.7,8.8,0.6,0.1,NA,NA,NA,NA,95.3
Sliwinskietal2019,RatCreekTuff,35.7,13.4,13.9,14.2,0.1,6.6,8.3,0.8,0,NA,NA,NA,NA,93
Sliwinskietal2019,RatCreekTuff,37,13.1,15.6,14,0.6,5.3,8.8,0.6,0,NA,NA,NA,NA,95
Sliwinskietal2019,RatCreekTuff,36.6,13.1,16.2,13.7,0.7,5.6,8.7,0.2,0,NA,NA,NA,NA,94.8
Sliwinskietal2019,RatCreekTuff,37.5,13,15.9,14.1,0.7,4.9,8.8,0.2,0,NA,NA,NA,NA,95.1
Sliwinskietal2019,RatCreekTuff,36.1,13.4,15.2,14.1,0.4,6.2,8.3,0.7,0.1,NA,NA,NA,NA,94.5
Sliwinskietal2019,RatCreekTuff,36.4,13.5,14.6,14.3,0.3,6.3,8.4,0.8,0,NA,NA,NA,NA,94.6
Sliwinskietal2019,RatCreekTuff,35.9,13.3,16.2,13.3,0.6,5.6,8.8,0.2,0.1,NA,NA,NA,NA,94
Sliwinskietal2019,RatCreekTuff,36.1,13.8,14.1,15,0.3,6,8.2,0.9,0,NA,NA,NA,NA,94.4
Sliwinskietal2019,RatCreekTuff,35.8,13.6,16.2,13.2,0.6,6.5,8.4,0.8,0,NA,NA,NA,NA,95.1
Sliwinskietal2019,RatCreekTuff,35.6,13.5,15.2,13.5,0.4,6.9,8.2,0.7,0.1,NA,NA,NA,NA,94.1
Sliwinskietal2019,RatCreekTuff,36.5,13.6,14.3,14.6,0.4,6.3,8.3,0.8,0.1,NA,NA,NA,NA,94.9
Sliwinskietal2019,RatCreekTuff,36.3,13.6,14.2,14.6,0.5,6.3,8.2,0.2,0,NA,NA,NA,NA,93.9
Sliwinskietal2019,RatCreekTuff,35.3,13.1,13.9,14.3,0.2,6.5,7.9,0.8,0,NA,NA,NA,NA,92
Sliwinskietal2019,RatCreekTuff,36.1,14,14.5,14.4,0.3,6.7,8.3,0.8,0.1,NA,NA,NA,NA,95.2
Sliwinskietal2019,RatCreekTuff,36.3,12.8,15.9,13.7,0.8,5.2,8.8,0.2,0,NA,NA,NA,NA,93.7
Sliwinskietal2019,RatCreekTuff,34.9,13.1,15.1,13.1,0.6,6.5,8.3,0.7,0,NA,NA,NA,NA,92.3
Sliwinskietal2019,RatCreekTuff,37.5,14.4,14.7,15.4,0.3,6.5,8.2,0.9,0.1,NA,NA,NA,NA,98
Sliwinskietal2019,RatCreekTuff,37.4,13.4,13.2,14.2,0.3,6,7.8,0.2,0.4,NA,NA,NA,NA,92.9
Sliwinskietal2019,RatCreekTuff,37.5,13.5,13.6,14.2,0.4,6,7.6,0.2,0.3,NA,NA,NA,NA,93.3
Sliwinskietal2019,RatCreekTuff,36.3,13.5,13.6,14.2,0.3,6.2,7.8,0.2,0.2,NA,NA,NA,NA,92.3
Sliwinskietal2019,RatCreekTuff,34.7,13.1,15.8,14,0.4,6.4,8.2,0.8,0,NA,NA,NA,NA,93.4
Sliwinskietal2019,RatCreekTuff,37.2,12.7,15.5,13.4,0.7,5,7.9,0.2,0.2,NA,NA,NA,NA,92.8
Sliwinskietal2019,RatCreekTuff,35.1,12.9,18.4,13.2,0.8,6.4,8.3,0.2,0.1,NA,NA,NA,NA,95.4
Sliwinskietal2019,RatCreekTuff,35.8,13.6,14.7,13.6,0.6,6.4,8.2,0.2,0.1,NA,NA,NA,NA,93.2
Sliwinskietal2019,RatCreekTuff,37,13.5,16.8,13.8,0.7,5.5,8.8,0.2,0,NA,NA,NA,NA,96.3
Sliwinskietal2019,RatCreekTuff,36.7,13.7,14.3,14.9,0.2,6.2,7.8,0.7,0.1,NA,NA,NA,NA,94.6
Sliwinskietal2019,RatCreekTuff,34.2,12.4,18,13.3,0.7,6.1,8.3,0.6,0,NA,NA,NA,NA,93.6
Sliwinskietal2019,RatCreekTuff,35.8,12.9,16.6,13.4,0.6,5.5,8.5,0.2,0.1,NA,NA,NA,NA,93.6
Sliwinskietal2019,RatCreekTuff,36.2,12.9,16.8,13.7,0.7,5.2,8.6,0.2,0,NA,NA,NA,NA,94.3
Sliwinskietal2019,RatCreekTuff,36.4,13.1,16.2,13.7,0.7,5.5,8.6,0.2,0,NA,NA,NA,NA,94.4
Sliwinskietal2019,RatCreekTuff,36.5,13.1,14.8,13.7,0.3,6.3,7.7,0.2,0.2,NA,NA,NA,NA,92.8
Sliwinskietal2019,RatCreekTuff,36.6,13.4,16.2,13.5,0.8,6.1,8.3,0.2,0.1,NA,NA,NA,NA,95.2
Sliwinskietal2019,RatCreekTuff,37.5,12.6,15.8,13.2,0.5,4.8,7.7,0.2,0.4,NA,NA,NA,NA,92.7
Sliwinskietal2019,RatCreekTuff,37.9,13.1,18.3,13.8,0.3,4.8,8.6,0.2,0.1,NA,NA,NA,NA,97.1
