DataSource,Eruption,SiO2_wt,TiO2_wt,Al2O3_wt,FeO_wt,MnO_wt,MgO_wt,CaO_wt,Na2O_wt,Total
Curryetal2021a,SnowshoeMountainTuff,52.95,0.14,0.8283,8.48,0.8135,13.66,22.32,0.4235,99.6153
Curryetal2021a,SnowshoeMountainTuff,53.21,0.1484,0.8791,8.96,0.8783,13.66,22.37,0.4088,100.5146
Curryetal2021a,SnowshoeMountainTuff,52.25,0.1434,0.9461,8.82,0.8038,13.45,22.39,0.4348,99.2381
Curryetal2021a,SnowshoeMountainTuff,53.11,0.1815,1.1153,8.66,0.7748,13.75,22.01,0.4083,100.0099
Curryetal2021a,SnowshoeMountainTuff,53.1,0.1809,1.1245,8.72,0.7869,13.83,22.13,0.3963,100.2686
Curryetal2021a,SnowshoeMountainTuff,53.02,0.1887,1.0917,8.77,0.8053,13.62,22,0.3935,99.8892
Curryetal2021a,SnowshoeMountainTuff,53.05,0.1898,1.1158,8.78,0.8089,13.71,21.99,0.3921,100.0366
Curryetal2021a,SnowshoeMountainTuff,52.99,0.1685,0.9931,8.72,0.8222,13.85,22.12,0.3897,100.0535
Curryetal2021a,SnowshoeMountainTuff,53.06,0.1697,1.0616,8.59,0.8163,13.93,21.96,0.3987,99.9863
Curryetal2021a,SnowshoeMountainTuff,52.84,0.1482,0.9944,8.92,0.812,13.58,22.17,0.4369,99.9015
Curryetal2021a,SnowshoeMountainTuff,53.1,0.1337,0.8509,8.68,0.8066,13.5,22.35,0.4406,99.8618
Curryetal2021a,SnowshoeMountainTuff,52.93,0.1373,0.9426,8.6,0.8183,13.51,22.23,0.4853,99.6535
Curryetal2021a,SnowshoeMountainTuff,52.86,0.1423,1.0162,9.07,0.8326,13.55,22.1,0.4489,100.02
Curryetal2021a,SnowshoeMountainTuff,52.73,0.146,0.9846,8.84,0.842,13.56,22.29,0.4435,99.8361
Curryetal2021a,SnowshoeMountainTuff,53.3,0.1442,0.8201,8.62,0.8229,13.67,22.42,0.4235,100.2207
Curryetal2021a,SnowshoeMountainTuff,53.07,0.1485,0.8512,8.63,0.8493,13.52,22.3,0.4394,99.8084
Curryetal2021a,SnowshoeMountainTuff,53.13,0.1242,0.8467,8.85,0.8799,13.58,22.24,0.3968,100.0476
Curryetal2021a,SnowshoeMountainTuff,52.65,0.1444,0.9448,8.82,0.834,13.6,22.15,0.4629,99.6061
Curryetal2021a,SnowshoeMountainTuff,53.26,0.1363,0.7785,8.56,0.8032,13.66,22.52,0.4056,100.1236
Curryetal2021a,SnowshoeMountainTuff,53.17,0.1505,0.7628,8.41,0.8134,13.76,22.37,0.4285,99.8652
Curryetal2021a,SnowshoeMountainTuff,52.98,0.1397,0.8605,8.9,0.846,13.67,22.08,0.4312,99.9074
Curryetal2021a,SnowshoeMountainTuff,52.48,0.1386,0.9612,8.79,0.8434,13.5,22.19,0.4512,99.3544
Curryetal2021a,SnowshoeMountainTuff,53.43,0.1427,0.8381,8.68,0.8198,13.51,22.51,0.4503,100.3809
Curryetal2021a,SnowshoeMountainTuff,53.47,0.1468,0.858,8.3,0.8131,13.86,22.44,0.4062,100.2941
Curryetal2021a,SnowshoeMountainTuff,53.17,0.1256,0.7104,8.88,0.8981,13.68,22.4,0.3898,100.2539
Curryetal2021a,SnowshoeMountainTuff,52.58,0.1334,0.9506,8.7,0.8334,13.59,22.28,0.4034,99.4708
Curryetal2021a,SnowshoeMountainTuff,53.06,0.134,0.8472,8.82,0.8099,13.43,22.42,0.4757,99.9968
Curryetal2021a,SnowshoeMountainTuff,53.46,0.1461,0.8404,8.29,0.7935,14,22.17,0.4115,100.1115
Curryetal2021a,SnowshoeMountainTuff,53.2,0.138,0.7749,8.82,0.8474,13.77,22.44,0.4215,100.4118
Curryetal2021a,SnowshoeMountainTuff,52.65,0.133,0.9191,8.71,0.8247,13.63,22.35,0.4048,99.6216
Curryetal2021a,SnowshoeMountainTuff,53.13,0.1389,0.8424,8.81,0.8278,13.48,22.38,0.4713,100.0804
Curryetal2021a,SnowshoeMountainTuff,52.92,0.2008,1.0322,8.54,0.8222,13.85,22.16,0.4421,99.9673
Curryetal2021a,SnowshoeMountainTuff,52.98,0.15,0.9726,8.97,0.8556,13.53,22.36,0.436,100.2542
Curryetal2021a,SnowshoeMountainTuff,52.5,0.1264,0.8967,8.59,0.8507,13.73,22.28,0.4017,99.3755
Curryetal2021a,SnowshoeMountainTuff,53.29,0.1446,0.8691,8.76,0.8115,13.46,22.41,0.4735,100.2187
Curryetal2021a,SnowshoeMountainTuff,52.91,0.2154,0.9512,8.52,0.8257,13.77,22.15,0.4195,99.7618
Curryetal2021a,SnowshoeMountainTuff,53.21,0.1466,0.9578,8.98,0.8434,13.64,22.3,0.4405,100.5183
Curryetal2021a,SnowshoeMountainTuff,53.16,0.1678,0.7708,7.99,0.7985,14.07,22.7,0.3411,99.9982
Curryetal2021a,SnowshoeMountainTuff,53.73,0.1527,0.764,7.87,0.8261,14.15,22.76,0.3768,100.6296
Curryetal2021a,SnowshoeMountainTuff,53.89,0.1593,0.7598,7.85,0.8427,14.21,22.83,0.3531,100.8949
Curryetal2021a,SnowshoeMountainTuff,52.95,0.1469,0.6549,8.28,0.8328,14.07,22.71,0.3457,99.9903
Curryetal2021a,SnowshoeMountainTuff,53.36,0.2446,1.0955,9.28,0.7169,14.06,21.52,0.4651,100.7421
Curryetal2021a,SnowshoeMountainTuff,52.48,0.2081,1.1028,9.26,0.7572,13.98,21.73,0.48,99.9981
Curryetal2021a,SnowshoeMountainTuff,53.15,0.2244,1.02,9.04,0.6677,14.36,21.43,0.4462,100.3383
Curryetal2021a,SnowshoeMountainTuff,53.11,0.1445,0.7915,8.39,0.693,14.3,22.18,0.3866,99.9956
Curryetal2021a,SnowshoeMountainTuff,53.25,0.2449,1.0835,8.71,0.7788,14.03,22.04,0.412,100.5492
Curryetal2021a,SnowshoeMountainTuff,52.92,0.2313,1.1387,8.72,0.8112,13.64,21.98,0.4449,99.8861
Curryetal2021a,SnowshoeMountainTuff,53.1,0.1842,1.0374,8.51,0.8112,13.74,22.56,0.4548,100.3976
Curryetal2021a,SnowshoeMountainTuff,52.23,0.1952,1.2008,8.73,0.7557,14.02,22.06,0.4738,99.6655
Curryetal2021a,SnowshoeMountainTuff,52.81,0.145,0.8077,8.29,0.8315,14.26,22.51,0.3982,100.0524
Curryetal2021a,SnowshoeMountainTuff,52.75,0.1558,0.8348,8.54,0.8515,14.18,22.36,0.3652,100.0373
Curryetal2021a,SnowshoeMountainTuff,52.33,0.2473,1.2403,8.95,0.7582,14.17,21.76,0.4469,99.9027
Curryetal2021a,SnowshoeMountainTuff,52.09,0.2273,1.3295,9.1,0.7545,13.97,21.59,0.5005,99.5618
Curryetal2021a,SnowshoeMountainTuff,52.34,0.2302,1.2919,8.92,0.7572,14.23,21.47,0.445,99.6843
Curryetal2021a,SnowshoeMountainTuff,52.57,0.1756,1.1083,9.12,0.8673,14.09,21.55,0.4789,99.9601
Curryetal2021a,SnowshoeMountainTuff,52.54,0.1876,1.142,9.29,0.908,13.84,21.66,0.525,100.0926
Curryetal2021a,SnowshoeMountainTuff,52.64,0.1769,1.1224,9.23,0.8539,13.65,21.97,0.525,100.1682
Curryetal2021a,SnowshoeMountainTuff,52.76,0.1558,1.0033,9.28,0.8174,13.51,22.19,0.5112,100.2277
Curryetal2021a,SnowshoeMountainTuff,52.72,0.1477,0.9247,8.92,0.8444,13.64,22.21,0.4641,99.8709
Curryetal2021a,SnowshoeMountainTuff,51.99,0.2012,1.236,9.05,0.738,13.78,21.93,0.5019,99.4271
Curryetal2021a,SnowshoeMountainTuff,52.49,0.1771,0.9689,8.74,0.8025,13.59,22.45,0.432,99.6505
Curryetal2021a,SnowshoeMountainTuff,51.87,0.1946,1.2325,9.04,0.7703,13.88,21.97,0.464,99.4214
Curryetal2021a,SnowshoeMountainTuff,51.42,0.1857,1.2195,9.09,0.7901,13.67,21.71,0.4901,98.5754
Curryetal2021a,SnowshoeMountainTuff,52.16,0.1845,0.869,8.38,0.7892,14.38,22.1,0.3851,99.2478
Curryetal2021a,SnowshoeMountainTuff,52.55,0.1661,0.8402,8.19,0.814,14.54,22.15,0.3735,99.6238
Curryetal2021a,SnowshoeMountainTuff,52.43,0.156,0.8192,8.36,0.8057,14.27,22.25,0.4137,99.5046
Curryetal2021a,SnowshoeMountainTuff,52.5,0.1557,0.9369,8.6,0.818,14.02,22.19,0.4411,99.6617
Curryetal2021a,SnowshoeMountainTuff,52.38,0.1701,0.9256,8.62,0.8625,14,22.26,0.3888,99.607
Curryetal2021a,SnowshoeMountainTuff,52.2,0.4069,1.3799,8.72,0.5548,14.61,21.9,0.4217,100.1933
Curryetal2021a,SnowshoeMountainTuff,52.18,0.3055,1.3516,8.89,0.735,14.13,22.11,0.4565,100.1586
Curryetal2021a,SnowshoeMountainTuff,52.69,0.2137,1.0235,8.43,0.712,14.53,22.26,0.4288,100.288
Curryetal2021a,SnowshoeMountainTuff,52.24,0.2372,1.0177,8.54,0.7806,14.43,22.32,0.423,99.9885
Curryetal2021a,SnowshoeMountainTuff,53.02,0.1608,0.7897,8.18,0.7718,14.58,22.78,0.3352,100.6175
Curryetal2021a,SnowshoeMountainTuff,52.39,0.4052,1.4424,8.3,0.4109,14.93,22.16,0.4023,100.4408
Curryetal2021a,SnowshoeMountainTuff,52.67,0.3407,1.2279,8.37,0.4597,14.97,22.19,0.4086,100.6369
Curryetal2021a,SnowshoeMountainTuff,52.74,0.3329,1.1473,9.07,0.66,15.12,21.29,0.4173,100.7775
Curryetal2021a,SnowshoeMountainTuff,52.45,0.3875,1.4925,8.64,0.6801,14.42,22.13,0.4758,100.6759
Curryetal2021a,SnowshoeMountainTuff,52.4,0.3337,1.304,8.68,0.8437,14.19,22.25,0.4573,100.4587
Sliwinskietal2017,MasonicParkTuff,28.72,0.1151,0.6316,5.26,0.6641,8.85,35.07,0.2455,79.5563
Sliwinskietal2017,MasonicParkTuff,52.04,0.5584,9.02,3.53,0.1649,3.02,13.55,0.8321,82.7154
Sliwinskietal2017,MasonicParkTuff,35.59,4.58,12.72,13.44,0.3447,14.71,3.03,0.3584,84.7731
Sliwinskietal2017,MasonicParkTuff,38.68,5.05,13.25,13.64,0.3597,15.39,0.2452,0.4374,87.0523
Sliwinskietal2017,MasonicParkTuff,38.69,4.94,13.34,14.09,0.3496,15.36,0.0739,0.4534,87.2969
Sliwinskietal2017,MasonicParkTuff,38.73,5.02,13.4,13.89,0.3269,15.46,0.1249,0.4252,87.377
Sliwinskietal2017,MasonicParkTuff,38.87,5,13.3,13.91,0.3317,15.53,0.0489,0.4525,87.4431
Sliwinskietal2017,MasonicParkTuff,38.82,4.96,13.21,13.84,0.364,15.48,0.4607,0.4658,87.6005
Sliwinskietal2017,MasonicParkTuff,38.59,5.02,13.45,14.04,0.357,15.62,0.0699,0.4871,87.634
Sliwinskietal2017,MasonicParkTuff,38.93,5.05,13.33,13.9,0.3597,15.57,0.0452,0.4679,87.6528
Sliwinskietal2017,MasonicParkTuff,38.89,5.13,13.31,13.74,0.3368,15.63,0.1602,0.4583,87.6553
Sliwinskietal2017,MasonicParkTuff,38.78,5.09,13.49,14.15,0.3434,15.52,0.058,0.4733,87.9047
Sliwinskietal2017,MasonicParkTuff,39.02,5.07,13.2,13.98,0.3603,15.82,0.0938,0.4761,88.0202
Sliwinskietal2017,MasonicParkTuff,39.08,5.13,13.34,14.11,0.3613,15.51,0.0364,0.472,88.0397
Sliwinskietal2017,MasonicParkTuff,38.96,5.08,13.54,14.18,0.3584,15.51,0.1154,0.4706,88.2144
Sliwinskietal2017,MasonicParkTuff,38.95,5.09,13.59,14.02,0.3656,15.68,0.0448,0.4791,88.2195
Sliwinskietal2017,MasonicParkTuff,39.42,5.08,13.25,13.84,0.343,15.82,0.0345,0.4833,88.2708
Sliwinskietal2017,MasonicParkTuff,39.27,5.05,13.26,14,0.3518,15.86,0.0417,0.4389,88.2724
Sliwinskietal2017,MasonicParkTuff,39.26,5,13.39,14.11,0.3466,15.87,0.0867,0.4218,88.4851
Sliwinskietal2017,MasonicParkTuff,50.83,0.1984,0.8776,8.15,1.3582,13.25,20.5,0.4954,95.6596
Sliwinskietal2017,MasonicParkTuff,51.87,0.1782,0.7657,8.21,1.2878,13.55,20.92,0.4656,97.2473
Sliwinskietal2017,MasonicParkTuff,52.02,0.1547,0.8048,8.4,1.2205,13.64,21.27,0.4862,97.9962
Sliwinskietal2017,MasonicParkTuff,52.39,0.1535,0.7566,8.32,1.2618,13.87,21.53,0.4712,98.7531
Sliwinskietal2017,MasonicParkTuff,52.86,0.1793,0.7507,8.18,1.3469,13.81,21.14,0.4879,98.7548
Sliwinskietal2017,MasonicParkTuff,52.11,0.1908,0.7042,8.39,1.3434,14.19,21.45,0.5026,98.881
Sliwinskietal2017,MasonicParkTuff,52.22,0.203,0.972,8.41,1.0659,13.89,21.72,0.4641,98.945
Sliwinskietal2017,MasonicParkTuff,52.24,0.2416,1.3227,8.9,1.1051,13.81,21.55,0.5282,99.6976
Sliwinskietal2017,MasonicParkTuff,52.82,0.1523,0.7975,8.45,1.1982,14,21.97,0.4926,99.8806
Sliwinskietal2017,MasonicParkTuff,53.08,0.1776,0.7405,8.17,1.2481,14.37,21.67,0.4548,99.911
Sliwinskietal2017,MasonicParkTuff,52.99,0.3359,1.1292,8.8,1.1837,14.37,20.64,0.4743,99.9231
Sliwinskietal2017,MasonicParkTuff,52.81,0.1727,0.8081,8.5,1.2669,14.11,21.79,0.4692,99.9269
Sliwinskietal2017,MasonicParkTuff,52.7,0.1716,0.9937,8.62,1.0791,13.96,21.94,0.4948,99.9592
Sliwinskietal2017,MasonicParkTuff,52.84,0.1746,0.8978,8.42,1.1259,14.08,21.99,0.4851,100.0134
Sliwinskietal2017,MasonicParkTuff,52.52,0.2073,1.1277,9.03,1.1471,13.68,21.81,0.5524,100.0745
Sliwinskietal2017,MasonicParkTuff,52.82,0.1884,0.9422,8.31,1.0232,14.02,22.32,0.4753,100.0991
Sliwinskietal2017,MasonicParkTuff,52.92,0.1797,0.9269,8.52,1.1698,14.18,21.7,0.5057,100.1021
Sliwinskietal2017,MasonicParkTuff,52.83,0.185,0.8665,8.69,1.1763,13.84,22.04,0.4969,100.1247
Sliwinskietal2017,MasonicParkTuff,52.8,0.2019,1.0002,8.43,1.1253,14.22,21.91,0.4427,100.1301
Sliwinskietal2017,MasonicParkTuff,52.84,0.1838,0.9222,8.5,1.165,14.12,21.93,0.4775,100.1385
Sliwinskietal2017,MasonicParkTuff,52.9,0.2014,1.0315,8.4,1.1693,14.15,21.83,0.4872,100.1694
Sliwinskietal2017,MasonicParkTuff,52.82,0.1776,0.9593,8.7,1.2077,14.01,21.82,0.4883,100.1829
Sliwinskietal2017,MasonicParkTuff,52.74,0.1539,0.9049,8.86,1.1455,13.89,22,0.505,100.1993
Sliwinskietal2017,MasonicParkTuff,52.88,0.1631,0.8909,8.55,1.0333,13.96,22.27,0.4807,100.228
Sliwinskietal2017,MasonicParkTuff,52.46,0.2844,1.4208,8.71,1.031,13.73,22.08,0.5294,100.2456
Sliwinskietal2017,MasonicParkTuff,52.95,0.1677,0.9087,8.5,1.1676,14.06,22.02,0.4719,100.2459
Sliwinskietal2017,MasonicParkTuff,52.85,0.1666,0.8563,8.8,1.1625,13.93,22,0.5291,100.2945
Sliwinskietal2017,MasonicParkTuff,52.86,0.1687,0.9608,8.75,1.0828,14.03,22,0.4928,100.3451
Sliwinskietal2017,MasonicParkTuff,52.85,0.1858,1.0115,8.57,1.0319,13.95,22.29,0.4828,100.372
Sliwinskietal2017,MasonicParkTuff,52.9,0.1626,0.9498,8.8,1.1063,13.79,22.19,0.4939,100.3926
Sliwinskietal2017,MasonicParkTuff,53.25,0.1826,0.7176,8.66,1.2531,14.25,21.67,0.4524,100.4357
Sliwinskietal2017,MasonicParkTuff,53.13,0.1826,0.966,8.64,1.0407,14.13,21.89,0.4657,100.445
Sliwinskietal2017,MasonicParkTuff,53.09,0.171,0.8097,8.79,1.1506,13.83,22.16,0.49,100.4913
Sliwinskietal2017,MasonicParkTuff,53.28,0.1878,0.9321,8.72,1.1417,14.27,21.8,0.4529,100.7845
Sliwinskietal2017,MasonicParkTuff,53.54,0.173,0.8019,8.52,1.2395,14.1,21.96,0.4875,100.8219
Sliwinskietal2017,MasonicParkTuff,53.43,0.173,0.724,8.61,1.2846,14.11,22.16,0.4781,100.9697
Sliwinskietal2017,MasonicParkTuff,53.21,0.1923,0.9802,8.65,1.0199,14.14,22.32,0.489,101.0014
Sliwinskietal2017,MasonicParkTuff,36.99,0.1149,1.2264,5.9,0.4409,7.33,11.58,0.2066,63.7888
Sliwinskietal2017,MasonicParkTuff,45.37,0.1472,0.9377,6.37,0.9129,12.09,16.06,0.4703,82.3581
Sliwinskietal2017,MasonicParkTuff,45.33,0.1494,0.8556,5.86,0.7727,12.72,16.81,0.4677,82.9654
Sliwinskietal2017,MasonicParkTuff,46.08,0.1617,0.8684,5.8,0.7124,12.88,17.44,0.4723,84.4148
Sliwinskietal2017,MasonicParkTuff,47.26,0.1477,0.8408,6,0.7353,13.01,17.33,0.5087,85.8325
Sliwinskietal2017,MasonicParkTuff,46.07,0.1872,0.9093,6.72,0.8564,13.3,17.94,0.4172,86.4001
Sliwinskietal2017,MasonicParkTuff,49.48,0.2209,1.0727,5.98,0.9283,12.86,17.12,0.4127,88.0746
Sliwinskietal2017,MasonicParkTuff,49.26,0.1755,0.8923,6.92,0.9558,13.75,18.69,0.479,91.1226
Sliwinskietal2017,MasonicParkTuff,50.23,0.1818,1.0532,7.44,1.0432,13.46,18.86,0.5033,92.7715
Sliwinskietal2017,MasonicParkTuff,50.03,0.1871,0.9269,7.24,0.9612,13.64,19.43,0.4823,92.8975
Sliwinskietal2017,MasonicParkTuff,52.78,0.1534,0.8534,8.75,1.1046,13.93,21.98,0.4873,100.0387
Sliwinskietal2017,MasonicParkTuff,52.84,0.1429,0.8784,8.81,1.0537,14.11,22.07,0.5062,100.4112
Sliwinskietal2017,MasonicParkTuff,52.34,0.1551,0.7857,8.55,1.1561,14.1,21.87,0.5111,99.468
Sliwinskietal2017,MasonicParkTuff,46.26,0.1756,4.54,18.73,0.1637,2.9136,2.4453,0.0754,75.3036
Sliwinskietal2017,MasonicParkTuff,49.69,0.1711,2.8627,6.57,1.0104,7.21,14.02,0.3987,81.9329
Sliwinskietal2017,MasonicParkTuff,55.47,0.2548,7.37,21.5,0.1105,2.3835,1.9848,0.071,89.1446
Sliwinskietal2017,MasonicParkTuff,49.28,0.3247,3.48,12.19,0.7868,9.17,13.72,0.358,89.3095
Sliwinskietal2017,MasonicParkTuff,50.12,0.3726,1.7762,8.47,1.1645,11.65,19.95,0.5147,94.018
Sliwinskietal2017,MasonicParkTuff,51.12,0.1822,0.9172,8.46,1.0052,13.41,21.54,0.4889,97.1235
Sliwinskietal2017,MasonicParkTuff,52.79,0.162,0.8549,8.58,1.0679,13.88,21.76,0.4972,99.592
Sliwinskietal2017,MasonicParkTuff,52.36,0.2642,1.3174,9.06,1.2726,13.97,20.86,0.5393,99.6435
Sliwinskietal2017,MasonicParkTuff,52.92,0.189,0.8602,8.63,1.4105,14.11,21,0.5293,99.649
Sliwinskietal2017,MasonicParkTuff,52.81,0.1666,1.0296,8.92,1.2472,14.04,21.02,0.5346,99.768
Sliwinskietal2017,MasonicParkTuff,53.01,0.2312,1.1231,8.4,1.1279,13.97,21.44,0.5171,99.8193
Sliwinskietal2017,MasonicParkTuff,52.77,0.1591,0.7645,8.62,1.3828,14.26,21.43,0.4784,99.8648
Sliwinskietal2017,MasonicParkTuff,52.94,0.1772,1.0033,8.93,1.219,14.1,21.07,0.4974,99.9369
Sliwinskietal2017,MasonicParkTuff,52.64,0.1898,0.9975,8.88,1.0339,13.91,21.84,0.5058,99.997
Sliwinskietal2017,MasonicParkTuff,52.65,0.3236,1.4726,8.44,1.0973,14.06,21.45,0.5266,100.0201
Sliwinskietal2017,MasonicParkTuff,52.75,0.1706,0.9552,8.95,1.1937,14.06,21.47,0.4981,100.0476
Sliwinskietal2017,MasonicParkTuff,52.74,0.1696,0.9237,8.65,1.1368,14.13,21.81,0.5127,100.0728
Sliwinskietal2017,MasonicParkTuff,53.09,0.2404,1.1149,8.52,1.0943,14.1,21.49,0.536,100.1856
Sliwinskietal2017,MasonicParkTuff,52.69,0.2194,1.1533,8.57,1.1051,14.12,21.88,0.4937,100.2315
Sliwinskietal2017,MasonicParkTuff,52.82,0.1365,0.8446,8.84,1.1376,14.2,21.73,0.5414,100.2501
Sliwinskietal2017,MasonicParkTuff,53.2,0.1814,0.7668,8.67,1.4294,14.28,21.24,0.5082,100.2758
Sliwinskietal2017,MasonicParkTuff,52.9,0.1906,1.0584,8.91,1.2233,14.13,21.38,0.4961,100.2884
Sliwinskietal2017,MasonicParkTuff,52.88,0.1783,0.9451,8.65,1.1779,14.29,21.71,0.4761,100.3074
Sliwinskietal2017,MasonicParkTuff,52.94,0.2694,1.2174,8.54,1.0945,14.14,21.65,0.5221,100.3734
Sliwinskietal2017,MasonicParkTuff,53.04,0.1756,0.9309,8.64,1.0814,14.09,21.94,0.4913,100.3892
Sliwinskietal2017,MasonicParkTuff,53.26,0.1818,0.9403,8.7,1.1853,14.12,21.55,0.4708,100.4082
Sliwinskietal2017,MasonicParkTuff,53.02,0.16,0.9496,9.07,1.1942,14.06,21.48,0.544,100.4778
Sliwinskietal2017,MasonicParkTuff,53.32,0.1995,0.8611,8.84,1.4044,14.4,21.07,0.5385,100.6335
Sliwinskietal2017,MasonicParkTuff,52.91,0.3013,1.4107,8.61,1.0954,14.14,21.8,0.508,100.7754
Sliwinskietal2017,MasonicParkTuff,53.54,0.1782,0.9648,8.51,1.1856,14.27,21.74,0.4892,100.8778
Sliwinskietal2017,MasonicParkTuff,53.3,0.1731,0.8886,8.72,1.0762,14.33,22.04,0.4974,101.0253
Sliwinskietal2017,MasonicParkTuff,51.51,0.1647,1.0056,8.91,0.7175,13.94,21.72,0.3718,98.3396
Sliwinskietal2017,MasonicParkTuff,51.53,0.1715,1.168,8.79,0.7401,14.34,21.62,0.3568,98.7164
Sliwinskietal2017,MasonicParkTuff,52.09,0.167,1.0878,8.7,0.7385,14.57,21.42,0.3908,99.1641
Sliwinskietal2017,MasonicParkTuff,51.99,0.1836,1.1087,8.69,0.7477,14.51,21.6,0.3887,99.2187
Sliwinskietal2017,MasonicParkTuff,52.2,0.1527,0.9401,8.59,0.7953,14.55,21.82,0.3722,99.4203
Sliwinskietal2017,MasonicParkTuff,52.48,0.1721,1.0941,8.64,0.7294,14.46,21.44,0.4162,99.4318
Sliwinskietal2017,MasonicParkTuff,51.82,0.2388,1.3682,8.57,0.5965,14.66,21.83,0.3865,99.47
Sliwinskietal2017,MasonicParkTuff,52.23,0.164,1.0827,8.62,0.7538,14.49,21.8,0.3872,99.5277
Sliwinskietal2017,MasonicParkTuff,52.37,0.2343,1.2517,8.29,0.6409,14.73,21.81,0.3641,99.691
Sliwinskietal2017,MasonicParkTuff,52.68,0.1541,1.0939,8.69,0.7643,14.61,22.04,0.4054,100.4377
Sliwinskietal2017,MasonicParkTuff,51.23,0.1574,0.9182,7.94,1.9649,13.87,21.59,0.373,98.0435
Sliwinskietal2017,MasonicParkTuff,52.41,0.1309,0.9433,8.39,1.907,14.43,21.65,0.3678,100.229
Sliwinskietal2017,MasonicParkTuff,53.41,0.1621,1.0089,8.23,1.9916,14.05,21.89,0.3686,101.1112
Sliwinskietal2017,MasonicParkTuff,53.32,0.1638,0.8201,8.27,1.9353,14.48,22.34,0.3595,101.6887
Sliwinskietal2017,MasonicParkTuff,53.56,0.1393,0.8898,8.25,2.2015,14.13,22.07,0.3642,101.6048
Sliwinskietal2017,MasonicParkTuff,52.31,0.1486,0.9214,8.13,2.0538,14.64,21.53,0.3598,100.0936
Sliwinskietal2017,MasonicParkTuff,52.86,0.1569,0.9213,7.86,2.1022,14.82,21.34,0.3455,100.4059
Sliwinskietal2017,MasonicParkTuff,53.13,0.132,0.9078,8.03,2.0473,14.71,21.39,0.358,100.7051
Sliwinskietal2017,MasonicParkTuff,53.12,0.169,0.939,7.93,2.1256,14.74,21.46,0.3441,100.8277
Sliwinskietal2017,MasonicParkTuff,53.55,0.1648,0.9349,7.91,2.0796,14.74,21.3,0.3576,101.0369
Sliwinskietal2017,MasonicParkTuff,53.13,0.1327,0.9169,8.06,2.0671,14.71,21.77,0.3561,101.1428
Sliwinskietal2017,MasonicParkTuff,53.36,0.1628,0.9349,8.08,2.1357,14.76,21.6,0.3415,101.3749
Sliwinskietal2017,MasonicParkTuff,53.7,0.1517,0.9125,7.86,2.1743,14.77,21.5,0.3423,101.4108
Sliwinskietal2017,MasonicParkTuff,53.83,0.1615,0.9387,7.87,2.2301,14.73,21.42,0.3476,101.5279
Sliwinskietal2017,MasonicParkTuff,53.74,0.1519,0.9547,8.05,2.246,14.66,21.51,0.3532,101.6658
Sliwinskietal2017,MasonicParkTuff,52.83,0.1778,0.9376,7.92,2.2172,14.7,21.46,0.3306,100.5732
Sliwinskietal2017,MasonicParkTuff,51.71,0.2897,1.6242,8.83,1.8631,14.24,20.84,0.4195,99.8165
Sliwinskietal2017,MasonicParkTuff,51.86,0.1549,1.0288,8.43,2.2215,14.34,21.51,0.4217,99.9669
Sliwinskietal2017,MasonicParkTuff,52.14,0.1503,1.1157,8.55,1.9599,14.59,21.15,0.4125,100.0684
Sliwinskietal2017,MasonicParkTuff,52.07,0.2284,1.3401,8.84,1.7968,14.57,20.88,0.3912,100.1165
Sliwinskietal2017,MasonicParkTuff,52.57,0.1575,0.9493,7.97,2.1183,14.64,21.41,0.3076,100.1227
Sliwinskietal2017,MasonicParkTuff,52.31,0.1638,0.9388,8.05,2.0436,14.81,21.49,0.376,100.1822
Sliwinskietal2017,MasonicParkTuff,52.35,0.1781,1.1229,8.78,1.9115,14.49,20.98,0.4073,100.2198
Sliwinskietal2017,MasonicParkTuff,52.46,0.1734,1.1702,8.78,1.8659,14.48,20.91,0.4217,100.2612
Sliwinskietal2017,MasonicParkTuff,52.45,0.1798,1.1868,8.53,1.9273,14.56,21.17,0.399,100.4029
Sliwinskietal2017,MasonicParkTuff,52.22,0.1977,1.3034,8.91,1.8572,14.56,20.99,0.4562,100.4945
Sliwinskietal2017,MasonicParkTuff,52.13,0.3869,1.9439,8.87,1.8682,13.97,21.08,0.4394,100.6884
Sliwinskietal2017,MasonicParkTuff,52.76,0.2047,1.4516,8.91,1.7261,14.38,20.92,0.4261,100.7785
Sliwinskietal2017,MasonicParkTuff,52.67,0.1435,1.0593,8.61,2.0098,14.3,21.57,0.4291,100.7917
Sliwinskietal2017,MasonicParkTuff,52.94,0.1792,1.1331,8.79,1.9302,14.49,20.9,0.4409,100.8034
Sliwinskietal2017,MasonicParkTuff,52.99,0.1638,0.9462,7.92,2.207,14.89,21.5,0.3374,100.9544
Sliwinskietal2017,MasonicParkTuff,52.98,0.1735,1.1489,8.66,1.9728,14.61,21.09,0.4045,101.0397
Sliwinskietal2017,MasonicParkTuff,53.31,0.2009,1.1859,8.69,1.885,14.48,21.03,0.4009,101.1827
Sliwinskietal2017,MasonicParkTuff,53.16,0.1497,1.1479,8.71,2.0478,14.64,20.96,0.4161,101.2315
Sliwinskietal2017,MasonicParkTuff,53.37,0.1722,1.0766,8.53,2.1951,14.34,21.61,0.3989,101.6928
Sliwinskietal2017,MasonicParkTuff,53.11,0.1737,1.0075,8.21,1.7718,14.44,21.24,0.3439,100.2969
Sliwinskietal2017,MasonicParkTuff,52.99,0.1638,0.9462,7.92,2.207,14.89,21.5,0.3374,100.9544
